#GENE	STR-M-CRE3
Gm15642	0
Gm15643	0
Gm15644	0
Gm15645	3
Gm15647	0
Gm15650	0
Gm15651	7
Gm15653	1
Gm15654	0
Gm15655	0
Gm15656	0
Gm15657	0
Gm15659	0
Gm15660	1
Gm15661	0
Gm15663	211
Gm15664	0
Gm15665	0
Gm15666	0
Gm15667	0
Gm15668	0
Gm15669	0
Gm15670	0
Gm15671	0
Gm15672	15
Gm15675	1
Gm15677	1
Gm15678	0
Gm15679	0
Gm15680	0
Gm15681	2
Gm15682	0
Gm15684	0
Gm15687	0
Gm15688	12
Gm15689	1
Gm15690	7
Gm15691	0
Gm15692	0
Gm15693	0
Gm15694	1
Gm15696	1
Gm15697	3
Gm15699	0
Gm15700	0
Gm15701	0
Gm15702	0
Gm15703	0
Gm15704	9
Gm15706	47
Gm15707	2
Gm15708	4
Gm15709	0
Gm15710	6
Gm15711	1
Gm15712	0
Gm15713	0
Gm15715	0
Gm15716	0
Gm15718	0
Gm15719	1
Gm15720	8
Gm15721	84
Gm15722	0
Gm15723	12
Gm15725	0
Gm15726	0
Gm15727	0
Gm15728	87
Gm15729	0
Gm15730	1
Gm15731	0
Gm15732	0
Gm15733	0
Gm15734	0
Gm15736	0
Gm15737	0
Gm15738	0
Gm15739	0
Gm15740	0
Gm15741	0
Gm15742	0
Gm15743	34
Gm15744	0
Gm15745	1
Gm15746	0
Gm15747	0
Gm15749	1
Gm15750	2
Gm15751	6
Gm15752	0
Gm15753	2
Gm15754	0
Gm15755	2
Gm15756	3
Gm15758	0
Gm15759	0
Gm15760	2
Gm15762	0
Gm15763	0
Gm15764	4
Gm15765	0
Gm15766	0
Gm15767	0
Gm15770	2
Gm15772	28
Gm15773	1
Gm15774	0
Gm15775	0
Gm15777	0
Gm15778	0
Gm15779	0
Gm15780	0
Gm15781	0
Gm15782	0
Gm15783	0
Gm15784	1
Gm15785	19
Gm15786	0
Gm15787	10
Gm15788	0
Gm15789	1
Gm15790	1
Gm15791	0
Gm15792	0
Gm15793	5
Gm15794	0
Gm15795	0
Gm15796	1
Gm15798	0
Gm15799	0
Gm15801	1
Gm15802	0
Gm15803	0
Gm15806	0
Gm15807	0
Gm15808	0
Gm15809	0
Gm15810	0
Gm15812	0
Gm15813	0
Gm15815	0
Gm15816	23
Gm15818	0
Gm15819	0
Gm15820	0
Gm15821	0
Gm15823	0
Gm15824	0
Gm15825	7
Gm15826	0
Gm15828	0
Gm15829	0
Gm15831	1
Gm15832	3
Gm15833	0
Gm15834	0
Gm15835	0
Gm15836	0
Gm15838	0
Gm15839	0
Gm15840	0
Gm15841	0
Gm15842	2
Gm15843	3
Gm15844	0
Gm15845	2
Gm15846	0
Gm15847	0
Gm15848	0
Gm15849	0
Gm15850	0
Gm15851	0
Gm15852	6
Gm15853	47
Gm15854	0
Gm15856	0
Gm15857	4
Gm15859	0
Gm15860	26
Gm15861	0
Gm15862	0
Gm15864	0
Gm15866	0
Gm15867	9
Gm15868	0
Gm1587	0
Gm15870	1
Gm15872	0
Gm15873	0
Gm15875	0
Gm15877	0
Gm15878	0
Gm15879	26
Gm15880	4
Gm15881	0
Gm15882	0
Gm15883	0
Gm15884	1
Gm15885	0
Gm15886	0
Gm15888	0
Gm15889	0
Gm15890	0
Gm15891	0
Gm15892	3
Gm15893	9
Gm15894	6
Gm15895	0
Gm15896	0
Gm15897	0
Gm15898	0
Gm15899	0
Gm15900	2
Gm15901	0
Gm15902	0
Gm15903	0
Gm15904	0
Gm15905	0
Gm15906	2
Gm15907	0
Gm15908	0
Gm15910	2
Gm15911	0
Gm15912	105
Gm15913	0
Gm15914	0
Gm15915	0
Gm15916	0
Gm15917	0
Gm15918	0
Gm15921	3
Gm15922	0
Gm15923	0
Gm15925	0
Gm15926	0
Gm15927	22
Gm15928	0
Gm15929	0
Gm15930	0
Gm15931	1
Gm15932	0
Gm15933	0
Gm15934	0
Gm15935	0
Gm15936	0
Gm15937	0
Gm15938	3
Gm15939	4
Gm15940	0
Gm15941	0
Gm15942	0
Gm15943	5
Gm15945	0
Gm15946	2
Gm15947	0
Gm15948	0
Gm15949	0
Gm15950	0
Gm15951	0
Gm15952	4
Gm15953	0
Gm15956	7
Gm15957	0
Gm15958	4
Gm15959	0
Gm15961	0
Gm15962	0
Gm15963	0
Gm15964	1
Gm15965	0
Gm15966	0
Gm15967	0
Gm15968	0
Gm15969	0
Gm15970	0
Gm15971	0
Gm15972	5
Gm15974	0
Gm15975	0
Gm15976	0
Gm15978	0
Gm15979	0
Gm15981	0
Gm15982	0
Gm15983	2
Gm15984	0
Gm15985	0
Gm15986	0
Gm15987	0
Gm15988	0
Gm15989	0
Gm15990	0
Gm15991	18
Gm15994	0
Gm15995	0
Gm15996	0
Gm15997	23
Gm15998	6
Gm15999	0
Gm1600	0
Gm16000	0
Gm16001	68
Gm16004	0
Gm16005	0
Gm16006	4
Gm16007	0
Gm16008	55
Gm16010	6
Gm16011	0
Gm16013	0
Gm16014	0
Gm16015	0
Gm16016	0
Gm16017	0
Gm16019	0
Gm16020	1
Gm16021	0
Gm16023	2
Gm16024	0
Gm16025	1
Gm16026	0
Gm16027	5
Gm16028	0
Gm16029	0
Gm16030	0
Gm16031	0
Gm16032	0
Gm16033	0
Gm16034	0
Gm16035	0
Gm16036	0
Gm16038	0
Gm16041	0
Gm16042	0
Gm16043	0
Gm16044	1
Gm16045	1
Gm16046	13
Gm16048	0
Gm1604a	5
Gm1604b	0
Gm16050	0
Gm16053	0
Gm16054	1
Gm16055	1
Gm16056	0
Gm16057	0
Gm16058	3
Gm16059	6
Gm16060	0
Gm16061	4
Gm16062	8
Gm16063	0
Gm16064	0
Gm16066	1
Gm16068	0
Gm16069	3
Gm16070	0
Gm16071	0
Gm16072	1
Gm16073	0
Gm16074	0
Gm16075	5
Gm16076	0
Gm16077	0
Gm16079	0
Gm16080	0
Gm16081	0
Gm16082	0
Gm16083	5
Gm16084	0
Gm16085	0
Gm16086	1
Gm16087	4
Gm16089	3
Gm16090	0
Gm16091	1
Gm16092	3
Gm16093	0
Gm16094	0
Gm16095	0
Gm16096	0
Gm16098	5
Gm16099	9
Gm16100	0
Gm16101	0
Gm16102	0
Gm16103	0
Gm16104	0
Gm16105	4
Gm16106	0
Gm16107	0
Gm16110	0
Gm16111	0
Gm16112	0
Gm16113	0
Gm16114	0
Gm16116	0
Gm16117	0
Gm16118	2
Gm16120	0
Gm16121	2
Gm16122	0
Gm16123	0
Gm16124	15
Gm16125	0
Gm16126	0
Gm16127	0
Gm16128	0
Gm16129	0
Gm16130	0
Gm16131	0
Gm16132	0
Gm16133	0
Gm16134	0
Gm16135	2
Gm16136	0
Gm16137	0
Gm16138	0
Gm16139	0
Gm16140	0
Gm16141	0
Gm16142	0
Gm16143	0
Gm16144	0
Gm16145	0
Gm16146	0
Gm16147	0
Gm16148	0
Gm16149	0
Gm16150	0
Gm16151	0
Gm16152	3
Gm16153	0
Gm16155	0
Gm16156	2
Gm16157	0
Gm16158	0
Gm16159	0
Gm16160	0
Gm16161	0
Gm16162	0
Gm16163	0
Gm16164	0
Gm16165	1
Gm16166	0
Gm16167	1
Gm16168	6
Gm16169	0
Gm16170	8
Gm16171	0
Gm16172	0
Gm16174	0
Gm16175	1
Gm16177	8
Gm16178	0
Gm16179	0
Gm16180	0
Gm16181	0
Gm16183	1
Gm16184	0
Gm16185	0
Gm16186	0
Gm16188	0
Gm16189	0
Gm16191	0
Gm16192	1
Gm16193	0
Gm16195	0
Gm16196	2
Gm16198	0
Gm16199	0
Gm16200	0
Gm16201	3
Gm16202	0
Gm16204	0
Gm16205	0
Gm16206	0
Gm16208	0
Gm16209	0
Gm16210	0
Gm16211	0
Gm16212	0
Gm16213	0
Gm16214	0
Gm16215	0
Gm16216	0
Gm16217	0
Gm16218	0
Gm16219	0
Gm16220	0
Gm16221	0
Gm16222	0
Gm16223	1
Gm16224	0
Gm16225	0
Gm16226	0
Gm16227	0
Gm16228	2
Gm16229	1
Gm16230	0
Gm16231	0
Gm16232	0
Gm16233	0
Gm16234	1
Gm16235	0
Gm16236	0
Gm16237	0
Gm16238	3
Gm16239	0
Gm16240	0
Gm16242	0
Gm16243	0
Gm16244	2
Gm16246	0
Gm16248	0
Gm16249	0
Gm16250	0
Gm16251	0
Gm16252	0
Gm16253	0
Gm16254	0
Gm16259	0
Gm16260	0
Gm16261	0
Gm16262	0
Gm16263	6
Gm16265	0
Gm16267	0
Gm16268	5
Gm16269	0
Gm1627	0
Gm16270	0
Gm16271	1
Gm16272	1
Gm16273	0
Gm16274	0
Gm16275	0
Gm16276	0
Gm16277	3
Gm16278	10
Gm16279	3
Gm16280	0
Gm16282	0
Gm16283	0
Gm16284	0
Gm16285	0
Gm16286	1222
Gm16287	3
Gm16288	0
Gm16289	0
Gm16290	0
Gm16291	1
Gm16294	0
Gm16295	1
Gm16296	0
Gm16297	0
Gm16298	0
Gm16299	2
Gm16300	0
Gm16301	0
Gm16302	0
Gm16303	0
Gm16304	0
Gm16305	0
Gm16306	0
Gm16307	0
Gm16308	0
Gm16310	0
Gm16311	0
Gm16312	0
Gm16315	0
Gm16316	2
Gm16318	0
Gm16321	0
Gm16322	3
Gm16323	53
Gm16325	2
Gm16326	0
Gm16327	0
Gm16328	0
Gm16329	0
Gm16330	0
Gm16331	0
Gm16332	0
Gm16333	0
Gm16335	0
Gm16336	0
Gm16337	0
Gm16339	24
Gm16341	0
Gm16342	0
Gm16343	0
Gm16344	0
Gm16345	0
Gm16346	0
Gm16347	0
Gm16348	0
Gm16349	0
Gm16350	0
Gm16351	0
Gm16353	0
Gm16354	0
Gm16355	0
Gm16356	0
Gm16357	0
Gm16358	0
Gm16359	0
Gm16362	0
Gm16363	0
Gm16364	4
Gm16368	0
Gm16372	0
Gm16373	0
Gm16374	6
Gm16378	77
Gm16379	7
Gm16380	0
Gm16381	0
Gm16383	0
Gm16385	23
Gm16386	19
Gm16387	0
Gm16391	0
Gm16394	0
Gm16397	0
Gm16399	2
Gm16400	0
Gm16401	5
Gm16404	0
Gm16405	0
Gm16407	0
Gm16409	2
Gm16410	0
Gm16411	0
Gm16412	0
Gm16415	3
Gm16416	1
Gm16418	34
Gm16419	0
Gm16420	0
Gm16421	0
Gm16423	0
Gm16425	1
Gm16427	0
Gm16428	0
Gm16429	0
Gm16430	0
Gm16431	0
Gm16433	2
Gm16434	0
Gm16436	0
Gm16437	8
Gm16439	4
Gm16440	0
Gm16441	0
Gm16443	0
Gm16445	0
Gm16451	0
Gm16456	0
Gm16458	0
Gm16459	0
Gm16463	0
Gm16464	0
Gm16465	0
Gm1647	0
Gm16470	6
Gm16471	0
Gm16475	0
Gm16476	0
Gm16477	0
Gm16478	0
Gm16479	0
Gm16480	0
Gm16481	0
Gm16485	264
Gm16487	0
Gm16490	0
Gm16494	0
Gm16497	0
Gm16499	21
Gm16505	0
Gm16506	0
Gm16508	0
Gm16510	1
Gm16511	0
Gm16513	0
Gm16518	0
Gm16519	1
Gm16523	0
Gm16531	0
Gm16533	0
Gm16534	0
Gm16536	201
Gm16537	6
Gm16538	2
Gm16539	0
Gm16540	0
Gm16541	0
Gm16545	0
Gm16546	0
Gm16547	0
Gm16548	1
Gm16549	0
Gm16550	0
Gm16551	0
Gm16552	0
Gm16553	0
Gm16554	0
Gm16555	0
Gm16556	0
Gm16557	0
Gm16558	0
Gm16559	0
Gm16560	0
Gm16561	0
Gm16563	0
Gm16564	0
Gm16565	6
Gm16567	0
Gm16568	0
Gm16569	0
Gm16570	0
Gm16571	0
Gm16572	0
Gm16573	0
Gm16574	0
Gm16575	0
Gm16576	25
Gm16577	0
Gm16578	0
Gm16579	0
Gm16580	25
Gm16581	0
Gm16582	0
Gm16584	0
Gm16585	1
Gm16587	1
Gm16588	0
Gm16589	3
Gm16596	17
Gm16599	1
Gm16617	0
Gm16618	0
Gm16630	1
Gm16638	154
Gm1667	0
Gm16675	7
Gm16677	0
Gm16685	0
Gm16701	214
Gm16712	1
Gm16725	0
Gm16726	0
Gm1673	367
Gm16731	2
Gm16740	22
Gm16741	1
Gm16751	0
Gm16754	8
Gm16758	16
Gm16759	9
Gm16764	0
Gm16793	9
Gm16794	7
Gm16796	6
Gm16833	0
Gm16835	52
Gm16838	0
Gm16845	9
Gm16853	4
Gm16861	29
Gm16863	0
Gm16867	11
Gm16876	0
Gm16892	2
Gm16894	17
Gm16897	3
Gm16933	3
Gm16938	0
Gm16958	12
Gm16968	0
Gm16973	37
Gm16976	0
Gm1698	2
Gm16982	0
Gm16984	0
Gm16998	2
Gm17014	0
Gm17017	5
Gm17018	1078
Gm17019	0
Gm17020	0
Gm17021	0
Gm17022	0
Gm17023	0
Gm17024	2
Gm17025	2
Gm17026	0
Gm17027	0
Gm17028	0
Gm17029	43
Gm17030	1
Gm17031	0
Gm17032	0
Gm17033	0
Gm17034	0
Gm17035	0
Gm17036	0
Gm17038	0
Gm17039	0
Gm17040	0
Gm17041	0
Gm17042	0
Gm17043	0
Gm17044	0
Gm17045	0
Gm17046	0
Gm17047	0
Gm17048	0
Gm17051	0
Gm17052	0
Gm17053	0
Gm17054	0
Gm17055	1
Gm17056	0
Gm17057	3
Gm17058	0
Gm17059	0
Gm17060	0
Gm17061	0
Gm17062	0
Gm17063	0
Gm17064	0
Gm17065	0
Gm17066	121
Gm17067	0
Gm17068	3
Gm17069	0
Gm17070	0
Gm17072	0
Gm17073	0
Gm17074	0
Gm17075	0
Gm17076	0
Gm17077	1
Gm17078	0
Gm17079	0
Gm17080	0
Gm17081	0
Gm17082	0
Gm17083	0
Gm17084	0
Gm17085	0
Gm17086	0
Gm17087	3
Gm17088	0
Gm17089	0
Gm17090	0
Gm17091	0
Gm17092	6
Gm17093	0
Gm17094	0
Gm17096	0
Gm17097	0
Gm17098	5
Gm17099	0
Gm17100	0
Gm17101	0
Gm17102	37
Gm17103	0
Gm17105	0
Gm17106	0
Gm17107	0
Gm17108	0
Gm17109	0
Gm17110	1
Gm17111	0
Gm17112	0
Gm17113	0
Gm17114	0
Gm17115	7
Gm17116	7
Gm17117	0
Gm17118	0
Gm17119	0
Gm17120	0
Gm17121	0
Gm17122	3
Gm17124	0
Gm17126	0
Gm17129	0
Gm17130	0
Gm17131	0
Gm17132	0
Gm17133	0
Gm17134	0
Gm17135	0
Gm17136	0
Gm17137	0
Gm17138	0
Gm17139	7
Gm17140	0
Gm17141	0
Gm17142	0
Gm17146	1
Gm17147	0
Gm17148	0
Gm17149	0
Gm1715	5
Gm17150	0
Gm17151	0
Gm17152	0
Gm17153	0
Gm17154	0
Gm17155	0
Gm17157	0
Gm17158	0
Gm17159	0
Gm17160	0
Gm17161	0
Gm17162	0
Gm17163	7
Gm17164	0
Gm17165	0
Gm17166	0
Gm17167	15
Gm17168	2
Gm17169	0
Gm17170	0
Gm17171	6
Gm17172	0
Gm17173	0
Gm17174	0
Gm17175	0
Gm17177	0
Gm17178	1
Gm17180	1
Gm17181	0
Gm17182	0
Gm17183	0
Gm17184	0
Gm17186	0
Gm17187	0
Gm17188	0
Gm17189	0
Gm17190	0
Gm17191	0
Gm17192	0
Gm17193	0
Gm17194	0
Gm17195	0
Gm17196	0
Gm17197	3
Gm17198	0
Gm17199	2
Gm1720	0
Gm17200	0
Gm17201	1
Gm17202	1
Gm17203	2
Gm17204	0
Gm17205	0
Gm17206	0
Gm17207	1
Gm17208	0
Gm17210	0
Gm17212	0
Gm17213	0
Gm17214	2
Gm17215	0
Gm17216	0
Gm17217	0
Gm17218	0
Gm17219	0
Gm17221	0
Gm17222	0
Gm17223	0
Gm17224	0
Gm17225	0
Gm17226	0
Gm17227	0
Gm17228	0
Gm17229	0
Gm17230	0
Gm17231	0
Gm17232	0
Gm17233	0
Gm17234	0
Gm17235	0
Gm17241	14
Gm17244	19
Gm17249	1
Gm17251	47
Gm17258	0
Gm17259	19
Gm17266	0
Gm17267	0
Gm17268	0
Gm17271	1
Gm17276	34
Gm17300	0
Gm17304	0
Gm17308	0
Gm17322	292
Gm17324	4
Gm17330	0
Gm17332	0
Gm17333	0
Gm17334	2
Gm17344	3
Gm17349	0
Gm17354	46
Gm17359	0
Gm17361	0
Gm17364	25
Gm17366	0
Gm17374	0
Gm17376	0
Gm17377	0
Gm17382	0
Gm17383	17
Gm17387	0
Gm17391	0
Gm17396	33
Gm17399	5
Gm17402	0
Gm17409	0
Gm17412	0
Gm17415	0
Gm17416	0
Gm17420	0
Gm17421	0
Gm17428	2
Gm17430	0
Gm17435	13
Gm17450	5
Gm17455	3
Gm17467	0
Gm17469	0
Gm17472	0
Gm17473	4
Gm17477	0
Gm17482	0
Gm17484	35
Gm17490	0
Gm17491	6
Gm17494	21
Gm17501	41
Gm17508	0
Gm17509	4
Gm17511	5
Gm17521	0
Gm17522	0
Gm17528	0
Gm17529	0
Gm17530	16
Gm17535	0
Gm17538	4
Gm17540	2
Gm17541	2
Gm17542	0
Gm17545	0
Gm17546	4
Gm17552	7
Gm17555	0
Gm17571	0
Gm17572	0
Gm17577	0
Gm1758	0
Gm17581	0
Gm17584	0
Gm17590	0
Gm17597	1
Gm17604	0
Gm17606	2
Gm17611	0
Gm17613	0
Gm17617	0
Gm17622	0
Gm17631	0
Gm17634	18
Gm17638	18
Gm17641	7
Gm17644	0
Gm17651	0
Gm17654	0
Gm17655	20
Gm17657	0
Gm17660	1
Gm17661	4
Gm17662	0
Gm17669	1
Gm17690	27
Gm17693	0
Gm17705	2
Gm17709	0
Gm17711	0
Gm17720	0
Gm17728	0
Gm17733	9
Gm17737	0
Gm17740	0
Gm17743	0
Gm17745	1
Gm17746	0
Gm17747	0
Gm17748	0
Gm17749	0
Gm17750	184
Gm17751	0
Gm17752	0
Gm17753	69
Gm17756	1
Gm17764	0
Gm17766	0
Gm17767	1
Gm17768	0
Gm17771	0
Gm17772	0
Gm17775	0
Gm17777	0
Gm17779	0
Gm17780	0
Gm17781	0
Gm17782	0
Gm17783	0
Gm17786	1
Gm17790	0
Gm17791	0
Gm17794	1
Gm17795	0
Gm17796	0
Gm17797	0
Gm17798	0
Gm17799	1
Gm17800	1
Gm17802	2
Gm17804	0
Gm17805	0
Gm17806	0
Gm17807	1
Gm17808	0
Gm17809	0
Gm17811	0
Gm17812	0
Gm17813	0
Gm17814	0
Gm17815	0
Gm17816	1
Gm17819	2
Gm17820	0
Gm17821	0
Gm17822	0
Gm17823	8
Gm17824	0
Gm17825	0
Gm17826	1
Gm17827	0
Gm17828	1
Gm17829	0
Gm17830	0
Gm17831	0
Gm17832	0
Gm17833	0
Gm17834	0
Gm17835	0
Gm17836	0
Gm17837	0
Gm17838	0
Gm17841	0
Gm17844	0
Gm17847	0
Gm17849	0
Gm17850	0
Gm17851	0
Gm17853	0
Gm17867	0
Gm17868	0
Gm17870	0
Gm17872	0
Gm17873	0
Gm17875	0
Gm17877	0
Gm17878	0
Gm17882	0
Gm17885	0
Gm17887	0
Gm17889	0
Gm17890	0
Gm17891	16
Gm17892	0
Gm17893	0
Gm17895	0
Gm17900	0
Gm17906	0
Gm17907	0
Gm17908	0
Gm17909	0
Gm17910	0
Gm17911	0
Gm17915	0
Gm17916	8
Gm17917	0
Gm17918	0
Gm17919	0
Gm17920	0
Gm17921	0
Gm17922	1
Gm17923	0
Gm17928	0
Gm17929	0
Gm17931	0
Gm17932	0
Gm17934	0
Gm17935	0
Gm17936	1
Gm17937	0
Gm17938	0
Gm17940	0
Gm17941	0
Gm17943	0
Gm17944	0
Gm17946	0
Gm17948	0
Gm17949	1
Gm17950	0
Gm17951	0
Gm17952	0
Gm17953	0
Gm17954	0
Gm17956	0
Gm17965	0
Gm17966	0
Gm17967	0
Gm17968	0
Gm17969	0
Gm17970	0
Gm17971	1
Gm17973	0
Gm17976	0
Gm17977	0
Gm17978	0
Gm17979	0
Gm17980	0
Gm17981	0
Gm17983	0
Gm17984	0
Gm17987	0
Gm17988	0
Gm17989	0
Gm17990	0
Gm17991	0
Gm17992	0
Gm17994	0
Gm17995	0
Gm17997	0
Gm17999	0
Gm18000	0
Gm18001	0
Gm18003	0
Gm18006	0
Gm18007	0
Gm18010	0
Gm18011	0
Gm18012	0
Gm18014	0
Gm18015	0
Gm18016	0
Gm18018	0
Gm18020	0
Gm18021	0
Gm18024	0
Gm18025	1
Gm18026	0
Gm18027	0
Gm18029	0
Gm18030	0
Gm18032	0
Gm18033	0
Gm18035	0
Gm18036	0
Gm18038	0
Gm18039	0
Gm18040	0
Gm18041	0
Gm18042	0
Gm18043	0
Gm18049	0
Gm18052	0
Gm18054	0
Gm18055	0
Gm18056	0
Gm18057	0
Gm18058	0
Gm18059	0
Gm18060	0
Gm18061	0
Gm18062	0
Gm18063	0
Gm18064	0
Gm18065	0
Gm18066	0
Gm18067	0
Gm18068	0
Gm18070	0
Gm18071	0
Gm18072	0
Gm18073	0
Gm18074	0
Gm18075	0
Gm18076	0
Gm18077	0
Gm18078	2
Gm18079	0
Gm18080	0
Gm18082	0
Gm18083	0
Gm18085	0
Gm18086	0
Gm18087	0
Gm18089	0
Gm18092	0
Gm18094	0
Gm18095	1
Gm18100	0
Gm18101	4
Gm18103	1
Gm18112	0
Gm18113	6
Gm18114	0
Gm18115	0
Gm18116	0
Gm18117	0
Gm18118	0
Gm18119	0
Gm18120	0
Gm18122	0
Gm18123	0
Gm18124	0
Gm18126	2
Gm18127	0
Gm18128	0
Gm18129	0
Gm18131	0
Gm18132	3
Gm18134	7
Gm18135	0
Gm18138	0
Gm18139	0
Gm18142	0
Gm18143	0
Gm18146	0
Gm18147	0
Gm18148	0
Gm18149	0
Gm18150	0
Gm18152	0
Gm18153	0
Gm18154	0
Gm18155	0
Gm18159	0
Gm18160	0
Gm18161	0
Gm18163	0
Gm18164	0
Gm18165	0
Gm18166	0
Gm18168	0
Gm18169	0
Gm18177	0
Gm1818	0
Gm18180	3
Gm18181	0
Gm18182	0
Gm18183	0
Gm18185	0
Gm18186	0
Gm18187	0
Gm18188	0
Gm18189	0
Gm18190	6
Gm18191	0
Gm18192	0
Gm18193	0
Gm18194	17
Gm18195	0
Gm18198	0
Gm18199	0
Gm18200	0
Gm18201	0
Gm18204	0
Gm18205	0
Gm18206	0
Gm18207	0
Gm18210	0
Gm18212	0
Gm18213	0
Gm18214	0
Gm18215	0
Gm18216	0
Gm18217	0
Gm18222	0
Gm18225	0
Gm18226	0
Gm18227	2
Gm18228	0
Gm18234	1
Gm18237	0
Gm18242	0
Gm18243	0
Gm18244	0
Gm18246	0
Gm18247	0
Gm18248	0
Gm18251	0
Gm18252	0
Gm18254	0
Gm18255	0
Gm18256	0
Gm18258	0
Gm18259	0
Gm1826	4
Gm18260	0
Gm18262	0
Gm18263	0
Gm18265	0
Gm18268	0
Gm18269	0
Gm18270	0
Gm18271	0
Gm18272	0
Gm18273	0
Gm18275	0
Gm18276	0
Gm18280	1
Gm18283	1
Gm18284	7
Gm18289	0
Gm18290	0
Gm18291	0
Gm18292	0
Gm18293	0
Gm18294	0
Gm18296	0
Gm18299	0
Gm18300	0
Gm18301	0
Gm18303	0
Gm18304	0
Gm18305	0
Gm18306	0
Gm18307	0
Gm18313	0
Gm18320	0
Gm18325	0
Gm18327	0
Gm18329	0
Gm1833	0
Gm18330	0
Gm18334	0
Gm18335	0
Gm18336	2
Gm18337	0
Gm18338	0
Gm18339	0
Gm18340	0
Gm18341	0
Gm18342	0
Gm18343	0
Gm18345	0
Gm18346	0
Gm18348	0
Gm18349	0
Gm18350	0
Gm18351	0
Gm18352	0
Gm18353	0
Gm18354	0
Gm18356	0
Gm18357	0
Gm18358	0
Gm18359	0
Gm18360	0
Gm18361	0
Gm18362	0
Gm18363	0
Gm18365	0
Gm18366	0
Gm18367	0
Gm18368	0
Gm18369	0
Gm18371	0
Gm18377	0
Gm18378	0
Gm18379	0
Gm18380	0
Gm18382	0
Gm18384	0
Gm18387	0
Gm18388	0
Gm18391	0
Gm18393	0
Gm18396	0
Gm18397	0
Gm18398	0
Gm18402	0
Gm18403	0
Gm18405	0
Gm18406	16
Gm18407	0
Gm18409	0
Gm18410	0
Gm18413	0
Gm18414	0
Gm18415	0
Gm18416	0
Gm18417	0
Gm18421	0
Gm18422	0
Gm18423	0
Gm18425	0
Gm18426	0
Gm18427	0
Gm18428	0
Gm18429	0
Gm18430	0
Gm18432	0
Gm18433	0
Gm18441	0
Gm18442	0
Gm18443	0
Gm18444	0
Gm18445	0
Gm18447	0
Gm18448	0
Gm18451	0
Gm18452	0
Gm18453	0
Gm18455	0
Gm18458	0
Gm18460	0
Gm18461	0
Gm18462	0
Gm18463	0
Gm18464	0
Gm18465	0
Gm18466	0
Gm18467	0
Gm18468	0
Gm18469	0
Gm18470	0
Gm18471	0
Gm18473	0
Gm18476	0
Gm1848	3
Gm18482	0
Gm18484	0
Gm18485	0
Gm18486	0
Gm18487	0
Gm18488	0
Gm18489	0
Gm18491	0
Gm18492	1
Gm18493	0
Gm18494	0
Gm18495	0
Gm18496	0
Gm18499	0
Gm18500	0
Gm18501	0
Gm18502	0
Gm18503	0
Gm18504	0
Gm18505	0
Gm18507	0
Gm18508	0
Gm18510	0
Gm18513	0
Gm18514	0
Gm18515	0
Gm18517	0
Gm18518	0
Gm18519	0
Gm18520	0
Gm18521	0
Gm18522	0
Gm18523	0
Gm18524	0
Gm18525	0
Gm18526	0
Gm18529	2
Gm18530	0
Gm18531	0
Gm18532	0
Gm18533	0
Gm18537	2
Gm18538	0
Gm18539	0
Gm18540	0
Gm18541	6
Gm18546	0
Gm18547	0
Gm18549	0
Gm18550	0
Gm18551	0
Gm18552	0
Gm18553	0
Gm18555	0
Gm18556	0
Gm18557	0
Gm18558	1
Gm18559	0
Gm18560	0
Gm18561	0
Gm18562	0
Gm18564	0
Gm18577	0
Gm18578	0
Gm18580	0
Gm18581	0
Gm18582	0
Gm18584	0
Gm18585	0
Gm18586	0
Gm18587	0
Gm18588	5
Gm18589	0
Gm1859	1
Gm18591	0
Gm18592	0
Gm18593	0
Gm18594	0
Gm18595	0
Gm18596	0
Gm18597	0
Gm18598	0
Gm18599	0
Gm18600	0
Gm18601	0
Gm18602	0
Gm18604	0
Gm18605	0
Gm18609	0
Gm18610	0
Gm18611	0
Gm18615	0
Gm18616	0
Gm18617	0
Gm18618	0
Gm18619	0
Gm18620	0
Gm18621	0
Gm18622	0
Gm18623	0
Gm18624	0
Gm18625	0
Gm18626	0
Gm18627	1
Gm18628	0
Gm18629	0
Gm18630	0
Gm18631	0
Gm18632	0
Gm18635	0
Gm18636	0
Gm18637	0
Gm18638	0
Gm18639	0
Gm18640	0
Gm18641	0
Gm18642	0
Gm18643	0
Gm18644	0
Gm18645	0
Gm18646	30
Gm18648	0
Gm18649	0
Gm18652	0
Gm18655	0
Gm18658	0
Gm1866	1
Gm18660	0
Gm18665	1
Gm18666	0
Gm18667	0
Gm18669	0
Gm18670	0
Gm18671	0
Gm18672	0
Gm18679	0
Gm18681	0
Gm18683	0
Gm18685	0
Gm18688	3
Gm18689	0
Gm18690	0
Gm18691	0
Gm18692	0
Gm18694	0
Gm18696	0
Gm18697	0
Gm18698	0
Gm18699	0
Gm18700	0
Gm18701	0
Gm18702	0
Gm18703	0
Gm18704	0
Gm18705	0
Gm18706	1
Gm18709	0
Gm18711	0
Gm18713	0
Gm18714	0
Gm18715	0
Gm18716	0
Gm18717	0
Gm18719	0
Gm18722	0
Gm18723	0
Gm18724	0
Gm18726	3
Gm18727	0
Gm18728	0
Gm18729	0
Gm18730	0
Gm18733	0
Gm18734	0
Gm18735	0
Gm18736	1
Gm18737	0
Gm18738	0
Gm18739	0
Gm18741	0
Gm18745	0
Gm18747	0
Gm18748	0
Gm18749	0
Gm18751	0
Gm18752	0
Gm18753	0
Gm18755	0
Gm18757	0
Gm18759	0
