#GENE	STR-M-XDP2
Gm10999	1
Gm11007	0
Gm11008	0
Gm11009	0
Gm11011	0
Gm11020	0
Gm11025	0
Gm11027	0
Gm11032	0
Gm11033	0
Gm11034	0
Gm11037	0
Gm11042	0
Gm11060	0
Gm11065	0
Gm11077	0
Gm11084	0
Gm11096	2
Gm11099	0
Gm1110	10
Gm11100	0
Gm11105	0
Gm11107	0
Gm11109	0
Gm11110	16
Gm11111	0
Gm11114	0
Gm11115	0
Gm11116	0
Gm11127	0
Gm1113	0
Gm11131	5
Gm11146	0
Gm11149	2
Gm11166	0
Gm11168	0
Gm11172	0
Gm11175	42
Gm11184	0
Gm11185	2
Gm11186	0
Gm11188	0
Gm11189	4
Gm11190	5
Gm11191	2
Gm11192	0
Gm11195	0
Gm11196	6
Gm11197	0
Gm11198	2
Gm11199	0
Gm11200	0
Gm11201	0
Gm11203	0
Gm11204	0
Gm11205	0
Gm11207	0
Gm11209	0
Gm11210	0
Gm11211	0
Gm11212	0
Gm11213	0
Gm11214	3
Gm11216	0
Gm11217	0
Gm11218	0
Gm11219	0
Gm11220	0
Gm11221	1
Gm11222	1
Gm11223	33
Gm11224	4
Gm11225	1
Gm11227	0
Gm11228	0
Gm11229	0
Gm1123	1
Gm11231	0
Gm11232	0
Gm11233	0
Gm11234	0
Gm11235	0
Gm11236	0
Gm11237	0
Gm11238	0
Gm11239	0
Gm11240	0
Gm11241	0
Gm11242	0
Gm11243	0
Gm11244	0
Gm11245	0
Gm11246	1
Gm11248	0
Gm11249	11
Gm11250	0
Gm11251	0
Gm11252	0
Gm11253	0
Gm11254	0
Gm11255	0
Gm11256	0
Gm11257	0
Gm11258	0
Gm11259	0
Gm11260	0
Gm11261	0
Gm11262	0
Gm11263	1
Gm11264	0
Gm11266	15
Gm11267	0
Gm11268	0
Gm11269	0
Gm11270	0
Gm11271	0
Gm11274	10
Gm11278	0
Gm11279	0
Gm11280	0
Gm11281	0
Gm11282	0
Gm11284	0
Gm11285	0
Gm11290	0
Gm11292	0
Gm11295	12
Gm11298	0
Gm11300	0
Gm11307	0
Gm11309	0
Gm11313	0
Gm11314	0
Gm11318	0
Gm11320	0
Gm11321	0
Gm11322	0
Gm11325	0
Gm11331	0
Gm11333	0
Gm11334	0
Gm11335	0
Gm11337	0
Gm11338	1
Gm11339	0
Gm11340	0
Gm11341	0
Gm11342	0
Gm11343	0
Gm11344	0
Gm11346	6
Gm11348	0
Gm11349	1
Gm11350	0
Gm11351	0
Gm11352	0
Gm11353	0
Gm11354	0
Gm11355	0
Gm11356	0
Gm11357	0
Gm11358	0
Gm11359	0
Gm11360	0
Gm11362	2
Gm11363	0
Gm11364	0
Gm11365	0
Gm11366	0
Gm11367	0
Gm11368	0
Gm11369	0
Gm11370	0
Gm11371	0
Gm11372	0
Gm11373	2
Gm11376	0
Gm11377	0
Gm11378	0
Gm11379	1
Gm11380	0
Gm11381	0
Gm11382	0
Gm11383	0
Gm11384	0
Gm11385	0
Gm11386	0
Gm11387	0
Gm11388	0
Gm11389	0
Gm11392	0
Gm11393	0
Gm11394	0
Gm11395	0
Gm11398	0
Gm11399	3
Gm1140	0
Gm11400	9
Gm11401	2
Gm11403	0
Gm11404	0
Gm11405	1
Gm11406	0
Gm11407	6
Gm11408	2
Gm11409	0
Gm1141	1
Gm11410	8
Gm11411	0
Gm11412	1
Gm11413	1
Gm11414	0
Gm11415	0
Gm11416	0
Gm11417	0
Gm11418	0
Gm11419	1
Gm11420	0
Gm11421	0
Gm11422	0
Gm11423	12
Gm11424	0
Gm11425	1
Gm11426	0
Gm11427	2
Gm11429	0
Gm11430	0
Gm11431	0
Gm11432	0
Gm11433	0
Gm11434	0
Gm11437	0
Gm11438	0
Gm11439	0
Gm11440	0
Gm11443	0
Gm11444	0
Gm11445	0
Gm11446	0
Gm11447	0
Gm11448	5
Gm11449	1
Gm11450	1
Gm11451	11
Gm11452	0
Gm11453	5
Gm11454	7
Gm11455	0
Gm11456	1
Gm11457	0
Gm11460	6
Gm11461	0
Gm11462	0
Gm11464	1
Gm11465	0
Gm11466	0
Gm11467	0
Gm11468	2
Gm11470	0
Gm11471	0
Gm11472	3
Gm11473	0
Gm11474	0
Gm11475	0
Gm11476	1
Gm11478	117
Gm11479	0
Gm11480	0
Gm11481	0
Gm11482	0
Gm11483	0
Gm11484	0
Gm11485	0
Gm11486	0
Gm11487	0
Gm11488	0
Gm11489	0
Gm11490	0
Gm11491	1
Gm11493	0
Gm11494	0
Gm11496	0
Gm11497	0
Gm11498	0
Gm11500	0
Gm11501	0
Gm11502	0
Gm11504	0
Gm11505	0
Gm11506	0
Gm11507	0
Gm11508	16
Gm11509	0
Gm11510	0
Gm11511	0
Gm11512	9
Gm11513	1
Gm11514	0
Gm11515	0
Gm11516	0
Gm11517	8
Gm11518	1
Gm11520	2
Gm11521	0
Gm11522	0
Gm11523	9
Gm11524	0
Gm11525	0
Gm11527	0
Gm11528	0
Gm11529	0
Gm11531	1
Gm11532	1
Gm11533	0
Gm11534	3
Gm11535	0
Gm11536	0
Gm11537	0
Gm11539	20
Gm11540	0
Gm11541	0
Gm11542	3
Gm11543	0
Gm11544	0
Gm11545	0
Gm11546	0
Gm11548	0
Gm11549	13
Gm11550	0
Gm11551	0
Gm11553	0
Gm11554	0
Gm11555	0
Gm11556	0
Gm11557	1
Gm11558	0
Gm11559	0
Gm11560	4
Gm11561	0
Gm11562	0
Gm11563	0
Gm11564	0
Gm11565	0
Gm11566	0
Gm11567	0
Gm11568	0
Gm11569	0
Gm11571	0
Gm11572	0
Gm11573	0
Gm11574	4
Gm11575	2
Gm11576	0
Gm11577	0
Gm11578	1
Gm11579	0
Gm11581	0
Gm11582	0
Gm11583	4
Gm11584	0
Gm11585	0
Gm11586	0
Gm11587	0
Gm11588	0
Gm11590	0
Gm11591	0
Gm11592	11
Gm11594	0
Gm11595	0
Gm11596	0
Gm11597	0
Gm11598	6
Gm11599	0
Gm11600	0
Gm11604	0
Gm11605	2
Gm11606	0
Gm11608	0
Gm11609	0
Gm11611	13
Gm11613	107
Gm11614	0
Gm11615	0
Gm11617	0
Gm11618	0
Gm11619	1
Gm11620	9
Gm11621	0
Gm11622	0
Gm11623	0
Gm11624	0
Gm11625	1
Gm11626	0
Gm11627	58
Gm11628	3
Gm11629	6
Gm11630	0
Gm11631	0
Gm11632	0
Gm11633	4
Gm11634	0
Gm11635	0
Gm11636	0
Gm11637	1
Gm11638	8
Gm11639	0
Gm11640	0
Gm11642	25
Gm11643	0
Gm11644	0
Gm11645	1
Gm11646	1
Gm11649	0
Gm11650	36
Gm11651	0
Gm11652	6
Gm11653	0
Gm11655	0
Gm11656	0
Gm11657	0
Gm11658	2
Gm11659	0
Gm11660	0
Gm11661	0
Gm11662	0
Gm11663	0
Gm11665	0
Gm11667	0
Gm11668	0
Gm11670	0
Gm11672	0
Gm11673	0
Gm11674	0
Gm11675	2
Gm11676	0
Gm11677	0
Gm11679	0
Gm11680	0
Gm11681	4
Gm11682	0
Gm11683	0
Gm11684	0
Gm11685	0
Gm11686	1
Gm11687	5
Gm11688	0
Gm11689	1
Gm11690	0
Gm11691	0
Gm11692	0
Gm11693	0
Gm11694	0
Gm11695	0
Gm11696	41
Gm11697	0
Gm11698	0
Gm11699	0
Gm11700	0
Gm11701	0
Gm11702	3
Gm11703	4
Gm11704	0
Gm11706	0
Gm11707	1
Gm11708	0
Gm11712	0
Gm11713	0
Gm11714	0
Gm11715	0
Gm11716	0
Gm11718	0
Gm11719	0
Gm11722	0
Gm11723	0
Gm11724	0
Gm11725	1
Gm11726	0
Gm11728	0
Gm11729	1
Gm11730	1
Gm11731	0
Gm11732	10
Gm11733	5
Gm11734	18
Gm11735	0
Gm11736	0
Gm11737	0
Gm11738	1
Gm11739	0
Gm11742	0
Gm11743	0
Gm11745	0
Gm11746	0
Gm11747	0
Gm11748	0
Gm11749	0
Gm11750	0
Gm11751	0
Gm11752	0
Gm11753	0
Gm11754	3
Gm11755	0
Gm11756	0
Gm11757	0
Gm11758	0
Gm11759	1
Gm11760	0
Gm11761	0
Gm11762	1
Gm11763	0
Gm11764	0
Gm11765	0
Gm11766	1
Gm11767	16
Gm11769	6
Gm11770	0
Gm11771	0
Gm11772	5
Gm11773	0
Gm11774	0
Gm11775	0
Gm11779	0
Gm11780	0
Gm11781	0
Gm11782	0
Gm11783	0
Gm11784	0
Gm11785	0
Gm11786	0
Gm11787	0
Gm11788	0
Gm11789	1
Gm11790	0
Gm11791	0
Gm11792	0
Gm11793	1
Gm11794	0
Gm11795	0
Gm11796	0
Gm11797	0
Gm11798	0
Gm11799	0
Gm11800	0
Gm11801	1
Gm11802	0
Gm11803	0
Gm11804	0
Gm11805	0
Gm11808	68
Gm11809	0
Gm11810	0
Gm11813	0
Gm11814	2
Gm11815	0
Gm11816	0
Gm11817	0
Gm11819	0
Gm11820	0
Gm11821	0
Gm11822	0
Gm11823	0
Gm11824	0
Gm11825	0
Gm11826	0
Gm11827	7
Gm11829	0
Gm11830	0
Gm11831	0
Gm11832	0
Gm11833	0
Gm11834	0
Gm11835	0
Gm11836	4
Gm11837	21
Gm11838	0
Gm11839	2
Gm11840	0
Gm11841	1
Gm11842	0
Gm11843	6
Gm11844	0
Gm11845	0
Gm11846	0
Gm11847	2
Gm11848	0
Gm11849	0
Gm11850	0
Gm11851	0
Gm11852	2
Gm11853	0
Gm11854	0
Gm11855	8
Gm11856	0
Gm11857	0
Gm11858	0
Gm11859	0
Gm11860	0
Gm11861	0
Gm11862	0
Gm11864	0
Gm11865	0
Gm11866	0
Gm11867	0
Gm11868	6
Gm11869	0
Gm11870	7
Gm11871	0
Gm11872	6
Gm11873	1
Gm11874	0
Gm11875	0
Gm11876	0
Gm11877	0
Gm11878	12
Gm11879	0
Gm11880	0
Gm11881	0
Gm11882	0
Gm11884	0
Gm11885	0
Gm11888	1
Gm11889	1
Gm11890	0
Gm11891	0
Gm11892	0
Gm11893	0
Gm11894	0
Gm11895	0
Gm11896	0
Gm11897	0
Gm11898	0
Gm11899	1
Gm11901	0
Gm11902	0
Gm11903	0
Gm11904	0
Gm11905	0
Gm11906	0
Gm11907	1
Gm11908	0
Gm11909	0
Gm11910	0
Gm11911	0
Gm11912	0
Gm11913	0
Gm11914	4
Gm11915	3
Gm11916	0
Gm11917	0
Gm11918	1
Gm11919	0
Gm11920	0
Gm11922	0
Gm11923	0
Gm11924	0
Gm11925	0
Gm11926	0
Gm11927	0
Gm11928	0
Gm11929	0
Gm11930	0
Gm11931	0
Gm11933	0
Gm11934	2
Gm11935	0
Gm11936	0
Gm11937	0
Gm11938	0
Gm11939	0
Gm11940	5
Gm11941	0
Gm11942	31
Gm11943	0
Gm11944	4
Gm11945	1
Gm11946	0
Gm11947	0
Gm11948	3
Gm11949	0
Gm11950	0
Gm11951	0
Gm11952	0
Gm11953	10
Gm11954	1
Gm11955	0
Gm11956	1
Gm11957	1
Gm11958	0
Gm11959	0
Gm11960	7
Gm11961	1
Gm11962	0
Gm11963	4
Gm11964	1
Gm11965	0
Gm11966	37
Gm11967	0
Gm11969	0
Gm11970	5
Gm11971	0
Gm11972	1
Gm11973	4
Gm11975	0
Gm11976	0
Gm11977	1
Gm11978	5
Gm11979	0
Gm11980	0
Gm11981	0
Gm11982	0
Gm11983	0
Gm11984	0
Gm11986	0
Gm11987	0
Gm11988	0
Gm11989	1
Gm11990	0
Gm11991	1
Gm11992	79
Gm11993	3
Gm11996	0
Gm11997	0
Gm11998	0
Gm11999	0
Gm12000	0
Gm12001	0
Gm12002	0
Gm12003	0
Gm12004	0
Gm12005	2
Gm12006	0
Gm12007	0
Gm12008	0
Gm12009	3
Gm12010	0
Gm12011	0
Gm12012	0
Gm12013	0
Gm12014	0
Gm12015	0
Gm12016	0
Gm12017	3
Gm12018	0
Gm12019	0
Gm12020	0
Gm12021	0
Gm12022	0
Gm12023	0
Gm12024	0
Gm12025	0
Gm12026	0
Gm12027	0
Gm12028	0
Gm12029	0
Gm12030	0
Gm12031	9
Gm12033	3
Gm12034	3
Gm12035	0
Gm12036	0
Gm12037	5
Gm12038	0
Gm12039	0
Gm12040	0
Gm12041	0
Gm12042	0
Gm12043	2
Gm12044	0
Gm12045	0
Gm12046	0
Gm12047	0
Gm12050	0
Gm12051	0
Gm12052	1
Gm12053	0
Gm12055	0
Gm12056	0
Gm12057	6
Gm12058	1
Gm12059	25
Gm12061	0
Gm12062	0
Gm12063	7
Gm12064	0
Gm12065	0
Gm12066	0
Gm12067	0
Gm12068	2
Gm12069	0
Gm12070	1
Gm12071	0
Gm12072	0
Gm12073	0
Gm12074	0
Gm12075	0
Gm12077	0
Gm12079	0
Gm12080	0
Gm12081	0
Gm12085	0
Gm12086	0
Gm12087	0
Gm12088	0
Gm12089	0
Gm12090	1
Gm12091	1
Gm12092	3
Gm12093	0
Gm12094	1
Gm12095	0
Gm12096	0
Gm12097	2
Gm12098	1
Gm12099	0
Gm12100	0
Gm12101	2
Gm12102	0
Gm12103	0
Gm12104	0
Gm12105	0
Gm12106	0
Gm12107	0
Gm12108	6
Gm12109	0
Gm12110	0
Gm12111	0
Gm12112	0
Gm12114	0
Gm12115	4
Gm12116	0
Gm12117	2
Gm12118	0
Gm12119	0
Gm12120	0
Gm12121	0
Gm12122	0
Gm12123	0
Gm12124	0
Gm12125	0
Gm12126	0
Gm12127	0
Gm12128	0
Gm12129	0
Gm12130	0
Gm12131	0
Gm12132	2
Gm12133	0
Gm12134	0
Gm12135	0
Gm12136	0
Gm12137	0
Gm12138	0
Gm12140	0
Gm12142	0
Gm12143	0
Gm12144	9
Gm12145	0
Gm12146	2
Gm12147	0
Gm12148	0
Gm12149	0
Gm12150	0
Gm12151	0
Gm12152	0
Gm12153	0
Gm12154	0
Gm12155	2
Gm12156	0
Gm12158	0
Gm12159	0
Gm12160	0
Gm12161	0
Gm12162	0
Gm12163	0
Gm12164	0
Gm12165	1
Gm12166	4
Gm12167	0
Gm12168	1
Gm12169	0
Gm12170	0
Gm12171	0
Gm12173	0
Gm12174	30
Gm12175	0
Gm12176	2
Gm12178	0
Gm12179	0
Gm12180	0
Gm12181	0
Gm12182	6
Gm12183	30
Gm12184	14
Gm12185	2
Gm12186	0
Gm12187	0
Gm12188	0
Gm12189	0
Gm12190	0
Gm12191	33
Gm12192	0
Gm12193	1
Gm12194	1
Gm12195	0
Gm12196	0
Gm12198	10
Gm12199	0
Gm12200	0
Gm12201	0
Gm12202	0
Gm12203	0
Gm12204	0
Gm12205	0
Gm12206	0
Gm12207	1
Gm12208	2
Gm12209	0
Gm12210	0
Gm12212	4
Gm12213	0
Gm12214	0
Gm12216	6
Gm12217	0
Gm12218	0
Gm12219	0
Gm12220	0
Gm12221	1
Gm12222	3
Gm12223	1
Gm12224	4
Gm12225	1
Gm12226	1
Gm12227	0
Gm12229	0
Gm12230	0
Gm12235	0
Gm12236	1
Gm12237	0
Gm12238	0
Gm12239	1
Gm12240	1
Gm12241	0
Gm12242	0
Gm12243	0
Gm12244	0
Gm12245	2
Gm12246	0
Gm12247	1
Gm12248	0
Gm12249	0
Gm12250	7
Gm12251	13
Gm12252	0
Gm12253	0
Gm12254	16
Gm12255	0
Gm12256	0
Gm12257	0
Gm12258	258
Gm12259	0
Gm12261	1
Gm12262	0
Gm12263	1
Gm12264	0
Gm12265	0
Gm12266	2
Gm12267	0
Gm12268	0
Gm12269	0
Gm12271	2
Gm12272	0
Gm12273	0
Gm12274	0
Gm12275	0
Gm12276	15
Gm12278	0
Gm12279	8
Gm12280	0
Gm12281	0
Gm12285	1
Gm12286	6
Gm12287	0
Gm12288	0
Gm12289	0
Gm12290	0
Gm12291	0
Gm12292	0
Gm12293	0
Gm12294	1
Gm12295	0
Gm12296	3
Gm12297	2
Gm12298	0
Gm12299	0
Gm12301	0
Gm12303	0
Gm12304	0
Gm12305	0
Gm12306	0
Gm12307	0
Gm12308	0
Gm12309	0
Gm12310	0
Gm12311	0
Gm12312	1
Gm12313	0
Gm12314	0
Gm12315	4
Gm12316	2
Gm12317	0
Gm12318	0
Gm12319	13
Gm12320	3
Gm12321	0
Gm12322	1
Gm12324	0
Gm12325	0
Gm12326	5
Gm12327	0
Gm12328	3
Gm12329	0
Gm12331	1
Gm12332	0
Gm12333	0
Gm12335	8
Gm12336	0
Gm12337	0
Gm12338	72
Gm12339	5
Gm12340	0
Gm12341	0
Gm12343	0
Gm12344	0
Gm12345	1
Gm12346	108
Gm12347	0
Gm12348	0
Gm12349	1
Gm12350	30
Gm12351	0
Gm12352	0
Gm12353	1
Gm12354	0
Gm12356	1
Gm12358	0
Gm12359	11
Gm12361	0
Gm12362	2
Gm12363	0
Gm12364	0
Gm12365	0
Gm12366	1
Gm12367	3
Gm12368	0
Gm12369	0
Gm12370	0
Gm12371	59
Gm12374	0
Gm12375	0
Gm12376	0
Gm12377	0
Gm12378	0
Gm12379	0
Gm12380	0
Gm12381	0
Gm12382	0
Gm12383	0
Gm12384	0
Gm12385	0
Gm12386	0
Gm12387	0
Gm12388	0
Gm12389	0
Gm12390	0
Gm12391	0
Gm12392	0
Gm12393	0
Gm12394	6
Gm12395	0
Gm12397	1
Gm12399	0
Gm12400	0
Gm12401	0
Gm12402	0
Gm12403	0
Gm12404	0
Gm12405	0
Gm12406	7
Gm12407	0
Gm12408	15
Gm12409	0
Gm12410	0
Gm12411	1
Gm12412	0
Gm12413	0
Gm12414	0
Gm12415	1
Gm12416	15
Gm12417	0
Gm12418	2
Gm12419	0
Gm12420	0
Gm12421	0
Gm12422	3
Gm12423	0
Gm12424	0
Gm12425	0
Gm12426	1
Gm12427	0
Gm12428	3
Gm12430	2
Gm12431	0
Gm12432	0
Gm12433	0
Gm12434	0
Gm12435	0
Gm12436	0
Gm12438	0
Gm12439	3
Gm12440	0
Gm12441	0
Gm12442	0
Gm12443	0
Gm12444	2
Gm12445	0
Gm12446	0
Gm12447	5
Gm12448	0
Gm12449	0
Gm12451	0
Gm12452	0
Gm12453	0
Gm12454	5
Gm12455	0
Gm12458	0
Gm12459	0
Gm12460	2
Gm12461	0
Gm12462	12
Gm12463	0
Gm12464	0
Gm12465	0
Gm12466	0
Gm12467	0
Gm12468	0
Gm12469	0
Gm12470	1
Gm12472	1
Gm12473	4
Gm12474	1
Gm12475	0
Gm12477	0
Gm12478	0
Gm12479	0
Gm12480	0
Gm12481	56
Gm12482	1
Gm12484	0
Gm12485	0
Gm12486	0
Gm12488	0
Gm12489	0
Gm12490	0
Gm12492	0
Gm12493	0
Gm12494	0
Gm12495	0
Gm12496	0
Gm12497	15
Gm12498	0
Gm12499	0
Gm12500	24
Gm12501	0
Gm12502	1
Gm12503	0
Gm12504	3
Gm12505	0
Gm12506	1
Gm12507	0
Gm12508	0
Gm12509	0
Gm12510	0
Gm12511	0
Gm12512	0
Gm12513	0
Gm12514	0
Gm12515	0
Gm12516	1
Gm12517	0
Gm12518	0
Gm12519	1
Gm12520	0
Gm12522	4
Gm12523	2
Gm12524	0
Gm12525	2
Gm12526	0
Gm12527	0
Gm12529	2
Gm12530	0
Gm12531	5
Gm12532	2
Gm12534	0
Gm12535	0
Gm12536	2
Gm12537	7
Gm12538	0
Gm12539	0
Gm12540	0
Gm12542	0
Gm12543	0
Gm12550	0
Gm12551	0
Gm12564	0
Gm12565	0
Gm12566	0
Gm12568	0
Gm12569	0
Gm12570	0
Gm12571	2
Gm12573	0
Gm12576	3
Gm12577	5
Gm12578	0
Gm12579	0
Gm12580	0
Gm12582	1
Gm12583	2
Gm12584	0
Gm12585	0
Gm12586	0
Gm12587	0
Gm12589	0
Gm12590	0
Gm12591	0
Gm12592	45
Gm12593	0
Gm12594	0
Gm12596	0
Gm12598	0
Gm12599	0
Gm12600	2
Gm12601	0
Gm12602	0
Gm12604	0
Gm12606	0
Gm12607	0
Gm12608	0
Gm12609	0
Gm12610	0
Gm12611	0
Gm12612	0
Gm12613	0
Gm12614	0
Gm12615	0
Gm12616	0
Gm12617	0
Gm12618	2
Gm12619	0
Gm12620	0
Gm12621	0
Gm12622	0
Gm12623	0
Gm12624	0
Gm12625	0
Gm12626	0
Gm12627	0
Gm12628	0
Gm12629	0
Gm12630	0
Gm12631	0
Gm12632	0
Gm12633	0
Gm12634	0
Gm12635	0
Gm12636	0
Gm12637	0
Gm12638	0
Gm12639	0
Gm12640	0
Gm12641	0
Gm12642	1
Gm12643	0
Gm12644	0
Gm12645	0
Gm12646	0
Gm12647	0
Gm12648	0
Gm12649	0
Gm12650	0
Gm12653	0
Gm12654	0
Gm12655	10
Gm12656	0
Gm12657	0
Gm12660	0
Gm12661	0
Gm12663	4
Gm12664	0
Gm12665	0
Gm12666	0
Gm12667	0
Gm12668	0
Gm12669	21
Gm12670	0
Gm12671	0
Gm12676	2
Gm12677	0
Gm12678	0
Gm12679	3
Gm12681	0
Gm12682	0
Gm12683	0
Gm12684	2
Gm12685	0
Gm12686	0
Gm12687	0
Gm12688	0
Gm12689	4
Gm12690	0
Gm12691	8
Gm12692	0
Gm12693	4
Gm12694	0
Gm12695	3
Gm12696	6
Gm12697	0
Gm12700	0
Gm12701	0
Gm12702	0
Gm12703	0
Gm12704	0
Gm12705	0
Gm12706	0
Gm12707	0
Gm12708	1
Gm12709	0
Gm12710	0
Gm12711	0
Gm12712	2
Gm12713	0
Gm12714	0
Gm12715	46
Gm12716	0
Gm12717	0
Gm12718	0
Gm12719	0
Gm12720	0
Gm12721	0
Gm12722	0
Gm12723	0
Gm12724	0
Gm12726	0
Gm12727	1
Gm12728	1
Gm12729	0
Gm12730	0
Gm12731	0
Gm12732	0
Gm12733	0
Gm12734	1
Gm12735	0
Gm12736	0
Gm12737	0
Gm12738	0
Gm12739	1
Gm12740	0
Gm12741	0
Gm12742	0
Gm12743	5
Gm12744	1
Gm12745	0
Gm12746	0
Gm12748	0
Gm12749	0
Gm12751	29
Gm12752	0
Gm12753	0
Gm12754	0
Gm12755	0
Gm12756	1
Gm12757	0
Gm12758	32
Gm12760	0
Gm12762	10
Gm12763	0
Gm12764	2
Gm12765	0
Gm12766	0
Gm12768	0
Gm12770	0
Gm12771	0
Gm12773	0
Gm12774	0
Gm12778	0
Gm12779	0
Gm12780	0
Gm12781	3
Gm12782	0
Gm12783	0
Gm12784	0
Gm12785	0
Gm12786	0
Gm12787	0
Gm12788	0
Gm12789	0
Gm12790	0
Gm12791	10
Gm12792	0
Gm12793	0
Gm12794	0
Gm12795	0
Gm12796	0
Gm12797	0
Gm12798	0
Gm12799	5
Gm128	5
Gm12800	0
Gm12801	0
Gm12802	2
Gm12803	0
Gm12804	0
Gm12805	0
Gm12806	0
Gm12807	2
Gm12808	0
Gm12811	0
Gm12813	0
Gm12814	0
Gm12815	0
Gm12816	5
Gm12817	0
Gm12818	0
Gm12819	0
Gm12820	0
Gm12821	0
Gm12823	0
Gm12825	0
Gm12826	0
Gm12827	4
Gm12828	0
Gm12829	2
Gm12830	0
Gm12833	0
Gm12834	0
Gm12837	0
Gm12838	2
Gm12840	0
Gm12841	16
Gm12842	1
Gm12843	1
Gm12844	7
Gm12845	0
Gm12846	0
Gm12848	0
Gm12849	0
Gm12850	0
Gm12851	0
Gm12852	5
Gm12853	0
Gm12854	0
Gm12855	0
Gm12856	0
Gm12857	0
Gm12858	0
Gm12859	0
Gm12860	0
Gm12861	0
Gm12862	0
Gm12863	0
Gm12864	1
Gm12865	0
Gm12866	1
Gm12867	0
Gm12868	1
Gm12869	0
Gm12870	0
Gm12871	0
Gm12872	0
Gm12873	0
Gm12874	0
Gm12875	0
Gm12876	0
Gm12877	0
Gm12878	0
Gm12879	0
Gm12880	0
Gm12881	0
Gm12882	0
Gm12883	0
Gm12884	0
Gm12885	0
Gm12886	0
Gm12887	0
Gm12888	0
Gm12889	0
Gm12890	0
Gm12891	0
Gm12892	133
Gm12893	0
Gm12895	0
Gm12896	0
Gm12897	0
Gm12898	2
Gm12899	0
Gm12900	0
Gm12901	25
Gm12902	1
Gm12903	0
Gm12904	0
Gm12905	4
Gm12906	2
Gm12907	0
Gm12909	0
Gm12910	0
Gm12911	0
Gm12912	3
Gm12914	0
Gm12915	6
Gm12916	0
Gm12917	0
Gm12918	4
Gm12919	0
Gm12920	0
Gm12922	0
Gm12923	0
Gm12924	0
Gm12925	4
Gm12926	0
Gm12927	0
Gm12928	0
Gm12929	2
Gm12930	1
Gm12931	0
Gm12932	5
Gm12933	1
Gm12934	0
Gm12935	0
Gm12936	0
Gm12937	0
Gm12939	0
Gm12940	164
Gm12941	2
Gm12943	0
Gm12944	0
Gm12945	1
Gm12946	0
Gm12947	0
Gm12948	0
Gm12949	0
Gm12950	0
Gm12951	0
Gm12953	5
Gm12954	0
Gm12955	3
Gm12956	0
Gm12957	0
Gm12958	0
Gm12959	0
Gm12960	3
Gm12961	1
Gm12962	0
Gm12963	11
Gm12966	34
Gm12967	0
Gm12968	0
Gm12969	2
Gm12970	0
Gm12971	0
Gm12972	0
Gm12973	0
Gm12974	0
Gm12976	6
Gm12977	0
Gm12978	0
Gm12979	0
Gm12980	0
Gm12981	0
Gm12982	0
Gm12983	0
Gm12984	0
Gm12985	0
Gm12986	0
Gm12987	0
Gm12988	0
Gm12989	6
Gm12990	1
Gm12991	1
Gm12992	91
Gm12993	34
Gm12994	0
Gm12996	8
Gm12997	0
Gm12998	0
Gm12999	19
Gm13000	0
Gm13001	0
Gm13002	0
Gm13003	0
Gm13005	1
Gm13006	0
Gm13007	0
Gm13008	0
Gm13009	0
Gm13010	0
Gm13012	1
Gm13013	0
Gm13015	3
Gm13016	10
Gm13017	2
Gm13019	0
Gm13021	0
Gm13022	0
Gm13023	0
Gm13024	0
Gm13025	8
Gm13026	0
Gm13027	0
Gm13028	0
Gm13029	0
Gm13030	0
Gm13031	10
Gm13032	2
Gm13033	13
Gm13034	1
Gm13035	0
Gm13036	0
Gm13038	0
Gm13039	0
Gm13040	0
Gm13041	0
Gm13042	0
Gm13043	0
Gm13045	0
Gm13046	0
Gm13047	1
Gm13049	0
Gm13052	0
Gm13053	0
Gm13054	7
Gm13055	0
Gm13056	0
Gm13057	0
Gm13058	0
Gm13059	0
Gm13061	0
Gm13062	0
Gm13063	0
Gm13064	0
Gm13065	0
Gm13066	1
Gm13067	2
Gm13068	0
Gm13070	0
Gm13071	19
Gm13073	0
Gm13074	0
Gm13075	1
Gm13076	0
Gm13077	3
Gm13078	0
Gm13080	8
Gm13081	0
Gm13082	0
Gm13083	0
Gm13084	0
Gm13085	0
Gm13087	0
Gm13088	0
Gm13089	0
Gm13090	0
Gm13091	15
Gm13092	11
Gm13093	6
Gm13094	0
Gm13096	0
Gm13100	0
Gm13101	0
Gm13102	0
Gm13103	0
Gm13104	0
Gm13106	0
Gm13108	0
Gm13110	7
Gm13112	55
Gm13114	0
Gm13115	0
Gm13117	0
Gm13118	0
Gm13119	0
Gm13120	0
Gm13121	1
Gm13122	0
Gm13123	1
Gm13126	0
Gm13127	10
Gm13128	0
Gm13130	0
Gm13131	0
Gm13132	1
Gm13133	3
Gm13134	3
Gm13135	3
Gm13136	6
Gm13137	0
Gm13140	7
Gm13141	0
Gm13142	0
Gm13144	0
Gm13146	2
Gm13147	1
Gm13148	0
Gm13149	0
Gm13153	0
Gm13155	0
Gm13156	0
Gm13158	0
Gm13160	1
Gm13161	1
Gm13162	0
Gm13163	0
Gm13165	0
Gm13166	0
Gm13167	0
Gm13168	0
Gm13169	0
Gm13170	0
Gm13171	0
Gm13172	0
Gm13173	0
Gm13174	2
Gm13175	0
Gm13176	0
Gm13179	0
Gm13180	0
Gm13181	1
Gm13182	1
Gm13183	0
Gm13184	1
Gm13185	0
Gm13186	0
Gm13187	1
Gm13188	0
Gm13189	0
Gm13191	0
Gm13192	0
Gm13193	0
Gm13194	7
