"","CRE","DSVA","XDP"
"Galnt16",FALSE,TRUE,FALSE
"Galnt6",FALSE,TRUE,FALSE
"Gas2l2",FALSE,TRUE,FALSE
"Gast",FALSE,TRUE,TRUE
"Gbx1",FALSE,TRUE,TRUE
"Gc",FALSE,TRUE,FALSE
"Gck",FALSE,TRUE,TRUE
"Gfra1",FALSE,TRUE,TRUE
"Ghrh",FALSE,TRUE,TRUE
"Gja5",FALSE,TRUE,FALSE
"Gjb3",FALSE,TRUE,TRUE
"Gjc2",FALSE,TRUE,TRUE
"Glce",FALSE,TRUE,FALSE
"Gldn",FALSE,TRUE,TRUE
"Glra1",FALSE,TRUE,TRUE
"Gm10069",FALSE,TRUE,FALSE
"Gm10605",FALSE,TRUE,TRUE
"Gm10706",FALSE,TRUE,TRUE
"Gm10714",FALSE,TRUE,TRUE
"Gm11992",FALSE,TRUE,FALSE
"Gm12315",FALSE,TRUE,TRUE
"Gm12454",FALSE,TRUE,FALSE
"Gm13425",FALSE,TRUE,TRUE
"Gm13544",FALSE,TRUE,TRUE
"Gm13974",FALSE,TRUE,TRUE
"Gm14204",FALSE,TRUE,TRUE
"Gm15478",FALSE,TRUE,FALSE
"Gm15847",FALSE,TRUE,TRUE
"Gm1604a",FALSE,TRUE,TRUE
"Gm16055",FALSE,TRUE,TRUE
"Gm16066",FALSE,TRUE,FALSE
"Gm16364",FALSE,TRUE,TRUE
"Gm16551",FALSE,TRUE,FALSE
"Gm16998",FALSE,TRUE,FALSE
"Gm17091",FALSE,TRUE,TRUE
"Gm17276",FALSE,TRUE,TRUE
"Gm17396",FALSE,TRUE,TRUE
"Gm17455",FALSE,TRUE,FALSE
"Gm17916",FALSE,TRUE,FALSE
"Gm19569",FALSE,TRUE,TRUE
"Gm26771",FALSE,TRUE,TRUE
"Gm26973",FALSE,TRUE,TRUE
"Gm27801",FALSE,TRUE,TRUE
"Gm28528",FALSE,TRUE,TRUE
"Gm28703",FALSE,TRUE,TRUE
"Gm28729",FALSE,TRUE,FALSE
"Gm29374",FALSE,TRUE,TRUE
"Gm29538",FALSE,TRUE,FALSE
"Gm29683",FALSE,TRUE,TRUE
"Gm29707",FALSE,TRUE,FALSE
"Gm2990",FALSE,TRUE,TRUE
"Gm30806",FALSE,TRUE,TRUE
"Gm31227",FALSE,TRUE,FALSE
"Gm32815",FALSE,TRUE,TRUE
"Gm33948",FALSE,TRUE,TRUE
"Gm35608",FALSE,TRUE,TRUE
"Gm37212",FALSE,TRUE,TRUE
"Gm37668",FALSE,TRUE,FALSE
"Gm38101",FALSE,TRUE,TRUE
"Gm39456",FALSE,TRUE,TRUE
"Gm40663",FALSE,TRUE,TRUE
"Gm41414",FALSE,TRUE,TRUE
"Gm42423",FALSE,TRUE,TRUE
"Gm42500",FALSE,TRUE,FALSE
"Gm42668",FALSE,TRUE,TRUE
"Gm44115",FALSE,TRUE,FALSE
"Gm45194",FALSE,TRUE,TRUE
"Gm45623",FALSE,TRUE,TRUE
"Gm45702",FALSE,TRUE,FALSE
"Gm4598",FALSE,TRUE,FALSE
"Gm46603",FALSE,TRUE,TRUE
"Gm47262",FALSE,TRUE,TRUE
"Gm47854",FALSE,TRUE,FALSE
"Gm48057",FALSE,TRUE,FALSE
"Gm48878",FALSE,TRUE,TRUE
"Gm48893",FALSE,TRUE,FALSE
"Gm50145",FALSE,TRUE,FALSE
"Gm50335",FALSE,TRUE,TRUE
"Gm50351",FALSE,TRUE,FALSE
"Gm50490",FALSE,TRUE,FALSE
"Gm5111",FALSE,TRUE,TRUE
"Gm5124",FALSE,TRUE,FALSE
"Gm9732",FALSE,TRUE,FALSE
"Gm9989",FALSE,TRUE,TRUE
"Gna14",FALSE,TRUE,FALSE
"Gnrh1",FALSE,TRUE,TRUE
"Got1l1",FALSE,TRUE,FALSE
"Gp2",FALSE,TRUE,FALSE
"Gpld1",FALSE,TRUE,TRUE
"Gpr139",FALSE,TRUE,TRUE
"Gpr155",FALSE,TRUE,TRUE
"Gpr165",FALSE,TRUE,TRUE
"Gpr17",FALSE,TRUE,FALSE
"Gpr174",FALSE,TRUE,TRUE
"Gpr179",FALSE,TRUE,TRUE
"Gpr37",FALSE,TRUE,TRUE
"Gpr50",FALSE,TRUE,TRUE
"Gpr83",FALSE,TRUE,TRUE
"Gprasp1",FALSE,TRUE,FALSE
"Gprasp2",FALSE,TRUE,TRUE
"Gprin2",FALSE,TRUE,TRUE
"Gprin3",FALSE,TRUE,TRUE
"Gpx3",FALSE,TRUE,TRUE
"Gpx6",FALSE,TRUE,TRUE
"Grb7",FALSE,TRUE,FALSE
"Grem1",FALSE,TRUE,TRUE
"Gria1",FALSE,TRUE,FALSE
"Grid1",FALSE,TRUE,FALSE
"Grid2",FALSE,TRUE,FALSE
"Grin3a",FALSE,TRUE,FALSE
"Grm1",FALSE,TRUE,FALSE
"Grm4",FALSE,TRUE,FALSE
"Gstm6",FALSE,TRUE,TRUE
"Gsx1",FALSE,TRUE,FALSE
"Gtsf1l",FALSE,TRUE,FALSE
"H2-Q7",FALSE,TRUE,FALSE
"Hdc",FALSE,TRUE,FALSE
"Heyl",FALSE,TRUE,FALSE
"Hhip",FALSE,TRUE,TRUE
"Hmgcs2",FALSE,TRUE,FALSE
"Hmx3",FALSE,TRUE,TRUE
"Hotairm1",FALSE,TRUE,TRUE
"Hpse2",FALSE,TRUE,TRUE
"Hspb1",FALSE,TRUE,FALSE
"Htr4",FALSE,TRUE,TRUE
"Htr6",FALSE,TRUE,FALSE
"Hydin",FALSE,TRUE,FALSE
"Hyou1",FALSE,TRUE,FALSE
"Id4",FALSE,TRUE,TRUE
"Ido1",FALSE,TRUE,TRUE
"Igfbpl1",FALSE,TRUE,TRUE
"Igsf1",FALSE,TRUE,TRUE
"Igsf10",FALSE,TRUE,FALSE
"Ikzf3",FALSE,TRUE,TRUE
"Il12rb1",FALSE,TRUE,FALSE
"Il13ra1",FALSE,TRUE,FALSE
"Il20ra",FALSE,TRUE,FALSE
"Impg1",FALSE,TRUE,FALSE
"Inf2",FALSE,TRUE,TRUE
"Inpp4b",FALSE,TRUE,TRUE
"Inpp5f",FALSE,TRUE,TRUE
"Ins2",FALSE,TRUE,FALSE
"Insm1",FALSE,TRUE,FALSE
"Insrr",FALSE,TRUE,FALSE
"Iqca",FALSE,TRUE,FALSE
"Iqcg",FALSE,TRUE,FALSE
"Iqch",FALSE,TRUE,FALSE
"Iqgap3",FALSE,TRUE,FALSE
"Irf2bp1",FALSE,TRUE,FALSE
"Irx1",FALSE,TRUE,TRUE
"Irx2",FALSE,TRUE,FALSE
"Irx3",FALSE,TRUE,FALSE
"Irx5",FALSE,TRUE,FALSE
"Isl1",FALSE,TRUE,TRUE
"Isoc1",FALSE,TRUE,TRUE
"Isyna1",FALSE,TRUE,TRUE
"Itga2",FALSE,TRUE,FALSE
"Itga3",FALSE,TRUE,FALSE
"Itga5",FALSE,TRUE,TRUE
"Itga9",FALSE,TRUE,FALSE
"Itih3",FALSE,TRUE,TRUE
"Itm2c",FALSE,TRUE,FALSE
"Jade2",FALSE,TRUE,FALSE
"Katnal2",FALSE,TRUE,FALSE
"Kcna4",FALSE,TRUE,FALSE
"Kcne1l",FALSE,TRUE,TRUE
"Kcnh2",FALSE,TRUE,TRUE
"Kcnh8",FALSE,TRUE,TRUE
"Kcnj5",FALSE,TRUE,TRUE
"Kcnmb1",FALSE,TRUE,TRUE
"Kcnn3",FALSE,TRUE,TRUE
"Kcnn4",FALSE,TRUE,FALSE
"Kcnv2",FALSE,TRUE,FALSE
"Kctd12",FALSE,TRUE,FALSE
"Kctd8",FALSE,TRUE,FALSE
"Kdm4dl",FALSE,TRUE,FALSE
"Kdr",FALSE,TRUE,FALSE
"Kif15",FALSE,TRUE,FALSE
"Kif23",FALSE,TRUE,FALSE
"Kif24",FALSE,TRUE,FALSE
"Kif2c",FALSE,TRUE,FALSE
"Kif6",FALSE,TRUE,FALSE
"Kirrel",FALSE,TRUE,TRUE
"Kirrel3",FALSE,TRUE,FALSE
"Kl",FALSE,TRUE,TRUE
"Klhl1",FALSE,TRUE,TRUE
"Klk6",FALSE,TRUE,FALSE
"Knl1",FALSE,TRUE,FALSE
"Krt15",FALSE,TRUE,FALSE
"Krt18",FALSE,TRUE,TRUE
"Krt20",FALSE,TRUE,FALSE
"Krt25",FALSE,TRUE,FALSE
"Krt26",FALSE,TRUE,TRUE
"Krt8",FALSE,TRUE,TRUE
"Krt90",FALSE,TRUE,FALSE
"Lamb1",FALSE,TRUE,FALSE
"Lamc1",FALSE,TRUE,FALSE
"Lancl3",FALSE,TRUE,TRUE
"Ldlr",FALSE,TRUE,FALSE
"Ldlrad2",FALSE,TRUE,FALSE
"Lgals3",FALSE,TRUE,FALSE
"Lgals3bp",FALSE,TRUE,FALSE
"Lgr5",FALSE,TRUE,FALSE
"Lhcgr",FALSE,TRUE,FALSE
"Lhfpl5",FALSE,TRUE,TRUE
"Lhx1",FALSE,TRUE,FALSE
"Lhx1os",FALSE,TRUE,FALSE
"Lhx5",FALSE,TRUE,FALSE
"Lhx6",FALSE,TRUE,TRUE
"Lingo3",FALSE,TRUE,TRUE
"Lmnb1",FALSE,TRUE,FALSE
"Lmo2",FALSE,TRUE,TRUE
"Lmx1a",FALSE,TRUE,TRUE
"Lncenc1",FALSE,TRUE,TRUE
"Loxl1",FALSE,TRUE,TRUE
"Lratd1",FALSE,TRUE,FALSE
"Lrig1",FALSE,TRUE,FALSE
"Lrp2",FALSE,TRUE,FALSE
"Lrp8os2",FALSE,TRUE,TRUE
"Lrrc1",FALSE,TRUE,TRUE
"Lrrc10b",FALSE,TRUE,TRUE
"Lrrc23",FALSE,TRUE,FALSE
"Lrrc32",FALSE,TRUE,FALSE
"Lrrc34",FALSE,TRUE,FALSE
"Lrrc36",FALSE,TRUE,FALSE
"Lrrc46",FALSE,TRUE,FALSE
"Lrrc71",FALSE,TRUE,FALSE
"Lrrc74b",FALSE,TRUE,TRUE
"Lrrc9",FALSE,TRUE,TRUE
"Maats1",FALSE,TRUE,FALSE
"Mab21l1",FALSE,TRUE,FALSE
"Mab21l2",FALSE,TRUE,TRUE
"Mag",FALSE,TRUE,TRUE
"Maged1",FALSE,TRUE,FALSE
"Mall",FALSE,TRUE,FALSE
"Man1a",FALSE,TRUE,FALSE
"Map2k1",FALSE,TRUE,FALSE
"Mcm2",FALSE,TRUE,FALSE
"Mcm5",FALSE,TRUE,FALSE
"Mctp1",FALSE,TRUE,FALSE
"Megf11",FALSE,TRUE,FALSE
"Megf6",FALSE,TRUE,FALSE
"Mex3a",FALSE,TRUE,FALSE
"Mfrp",FALSE,TRUE,TRUE
"Mgl2",FALSE,TRUE,FALSE
"Mki67",FALSE,TRUE,FALSE
"Mlf1",FALSE,TRUE,TRUE
"Mmel1",FALSE,TRUE,TRUE
"Mmp15",FALSE,TRUE,FALSE
"Mmp2",FALSE,TRUE,FALSE
"Mmrn2",FALSE,TRUE,FALSE
"Mns1",FALSE,TRUE,FALSE
"Mob3b",FALSE,TRUE,TRUE
"Morn3",FALSE,TRUE,FALSE
"Mospd4",FALSE,TRUE,FALSE
"Moxd1",FALSE,TRUE,FALSE
"Mpp7",FALSE,TRUE,TRUE
"Mrap2",FALSE,TRUE,TRUE
"Mrgpre",FALSE,TRUE,FALSE
"Ms4a15",FALSE,TRUE,FALSE
"Mthfd2",FALSE,TRUE,FALSE
"Myb",FALSE,TRUE,FALSE
"Mycbpap",FALSE,TRUE,FALSE
"Myo1b",FALSE,TRUE,FALSE
"Myo1d",FALSE,TRUE,FALSE
"Myo7b",FALSE,TRUE,TRUE
"Myot",FALSE,TRUE,FALSE
"Myrf",FALSE,TRUE,TRUE
"N4bp3",FALSE,TRUE,FALSE
"Naip2",FALSE,TRUE,FALSE
"Nap1l5",FALSE,TRUE,TRUE
"Ncapg",FALSE,TRUE,FALSE
"Nccrp1",FALSE,TRUE,TRUE
"Ndnf",FALSE,TRUE,FALSE
"Ndst4",FALSE,TRUE,TRUE
"Nedd4",FALSE,TRUE,FALSE
"Nek10",FALSE,TRUE,FALSE
"Nek2",FALSE,TRUE,FALSE
"Nek5",FALSE,TRUE,FALSE
"Nell1",FALSE,TRUE,FALSE
"Nfasc",FALSE,TRUE,FALSE
"Nfatc2",FALSE,TRUE,TRUE
"Nhlh2",FALSE,TRUE,FALSE
"Nhsl2",FALSE,TRUE,FALSE
"Nid1",FALSE,TRUE,FALSE
"Nipal2",FALSE,TRUE,TRUE
"Nipal4",FALSE,TRUE,TRUE
"Nkain3",FALSE,TRUE,TRUE
"Nme9",FALSE,TRUE,FALSE
"Nms",FALSE,TRUE,TRUE
"Nmu",FALSE,TRUE,FALSE
"Nmur2",FALSE,TRUE,TRUE
"Notch3",FALSE,TRUE,FALSE
"Npffr1",FALSE,TRUE,TRUE
"Npffr2",FALSE,TRUE,TRUE
"Npy2r",FALSE,TRUE,TRUE
"Npy5r",FALSE,TRUE,FALSE
"Nr2f2",FALSE,TRUE,FALSE
"Nrp2",FALSE,TRUE,TRUE
"Ntn1",FALSE,TRUE,TRUE
"Nts",FALSE,TRUE,TRUE
"Nusap1",FALSE,TRUE,FALSE
"Nynrin",FALSE,TRUE,TRUE
"Odf3b",FALSE,TRUE,FALSE
"Ogfod3",FALSE,TRUE,FALSE
"Olfm4",FALSE,TRUE,TRUE
"Olfr324",FALSE,TRUE,FALSE
"Olig2",FALSE,TRUE,FALSE
"Onecut3",FALSE,TRUE,TRUE
"Oprk1",FALSE,TRUE,TRUE
"Oprm1",FALSE,TRUE,TRUE
"Optc",FALSE,TRUE,FALSE
"Otp",FALSE,TRUE,FALSE
"Otx2os1",FALSE,TRUE,TRUE
"Oxt",FALSE,TRUE,TRUE
"P2rx5",FALSE,TRUE,FALSE
"Pag1",FALSE,TRUE,FALSE
"Pappa",FALSE,TRUE,TRUE
"Pard3",FALSE,TRUE,TRUE
"Parvb",FALSE,TRUE,FALSE
"Patj",FALSE,TRUE,TRUE
"Pcdh17",FALSE,TRUE,TRUE
"Pcdh18",FALSE,TRUE,FALSE
"Pcdh8",FALSE,TRUE,FALSE
"Pcdhb1",FALSE,TRUE,FALSE
"Pcdhb10",FALSE,TRUE,FALSE
"Pcdhb16",FALSE,TRUE,FALSE
"Pcdhb6",FALSE,TRUE,FALSE
"Pcdhga10",FALSE,TRUE,FALSE
"Pcdhga4",FALSE,TRUE,FALSE
"Pcdhga7",FALSE,TRUE,FALSE
"Pcdhga9",FALSE,TRUE,FALSE
"Pcdhgb5",FALSE,TRUE,FALSE
"Pcdhgb6",FALSE,TRUE,FALSE
"Pcdhgc4",FALSE,TRUE,FALSE
"Pclaf",FALSE,TRUE,FALSE
"Pde11a",FALSE,TRUE,FALSE
"Pde3a",FALSE,TRUE,FALSE
"Pdgfra",FALSE,TRUE,FALSE
"Pdgfrb",FALSE,TRUE,FALSE
"Pecam1",FALSE,TRUE,FALSE
"Peg3",FALSE,TRUE,TRUE
"Pfkfb3",FALSE,TRUE,FALSE
"Pgap1",FALSE,TRUE,FALSE
"Pif1",FALSE,TRUE,FALSE
"Pifo",FALSE,TRUE,FALSE
"Pih1h3b",FALSE,TRUE,FALSE
"Pimreg",FALSE,TRUE,FALSE
"Pipox",FALSE,TRUE,TRUE
"Pklr",FALSE,TRUE,FALSE
"Plce1",FALSE,TRUE,TRUE
"Plch1",FALSE,TRUE,FALSE
"Pld5",FALSE,TRUE,TRUE
"Pld6",FALSE,TRUE,TRUE
"Plin5",FALSE,TRUE,FALSE
"Plk5",FALSE,TRUE,TRUE
"Plppr3",FALSE,TRUE,FALSE
"Pltp",FALSE,TRUE,FALSE
"Plxnb3",FALSE,TRUE,TRUE
"Pnma3",FALSE,TRUE,FALSE
"Pnmal2",FALSE,TRUE,FALSE
"Pnoc",FALSE,TRUE,FALSE
"Podxl",FALSE,TRUE,FALSE
"Postn",FALSE,TRUE,TRUE
"Ppp1r17",FALSE,TRUE,FALSE
"Ppp1r32",FALSE,TRUE,FALSE
"Ppp1r36",FALSE,TRUE,FALSE
"Prc1",FALSE,TRUE,FALSE
"Prdm13",FALSE,TRUE,FALSE
"Prdm16",FALSE,TRUE,TRUE
"Prelp",FALSE,TRUE,FALSE
"Prkcd",FALSE,TRUE,TRUE
"Prlhr",FALSE,TRUE,TRUE
"Prrg4",FALSE,TRUE,TRUE
"Prrt4",FALSE,TRUE,FALSE
"Ptch1",FALSE,TRUE,FALSE
"Ptch2",FALSE,TRUE,TRUE
"Ptger2",FALSE,TRUE,TRUE
"Ptprb",FALSE,TRUE,FALSE
"Ptpro",FALSE,TRUE,TRUE
"Pwwp3b",FALSE,TRUE,TRUE
"Pygl",FALSE,TRUE,FALSE
"Rab11fip1",FALSE,TRUE,FALSE
"Rab27a",FALSE,TRUE,FALSE
"Radx",FALSE,TRUE,FALSE
"Rarres2",FALSE,TRUE,TRUE
"Rassf10",FALSE,TRUE,FALSE
"Rassf4",FALSE,TRUE,TRUE
"Rassf7",FALSE,TRUE,FALSE
"Rassf9",FALSE,TRUE,FALSE
"Rbms3",FALSE,TRUE,TRUE
"Rbp2",FALSE,TRUE,FALSE
"Rcan3",FALSE,TRUE,TRUE
"Rcn1",FALSE,TRUE,FALSE
"Rd3",FALSE,TRUE,FALSE
"Rerg",FALSE,TRUE,TRUE
"Resp18",FALSE,TRUE,TRUE
"Ret",FALSE,TRUE,TRUE
"Retn",FALSE,TRUE,TRUE
"Rgs22",FALSE,TRUE,FALSE
"Rgs8",FALSE,TRUE,FALSE
"Rhcg",FALSE,TRUE,TRUE
"Rimkla",FALSE,TRUE,TRUE
"Ripk4",FALSE,TRUE,TRUE
"Rnase2a",FALSE,TRUE,TRUE
"Rnase6",FALSE,TRUE,FALSE
"Rnf122",FALSE,TRUE,TRUE
"Rnf138rt1",FALSE,TRUE,TRUE
"Robo1",FALSE,TRUE,TRUE
"Rps6ka6",FALSE,TRUE,TRUE
"Rrbp1",FALSE,TRUE,FALSE
"Rsph1",FALSE,TRUE,FALSE
"Rsph4a",FALSE,TRUE,FALSE
"Rspo4",FALSE,TRUE,TRUE
"Rtl1",FALSE,TRUE,TRUE
"Rtl4",FALSE,TRUE,FALSE
"Rtl5",FALSE,TRUE,TRUE
"Rtl8a",FALSE,TRUE,FALSE
"Rtl8c",FALSE,TRUE,FALSE
"Rtl9",FALSE,TRUE,TRUE
"Rtp2",FALSE,TRUE,TRUE
"Rxfp3",FALSE,TRUE,FALSE
"S1pr2",FALSE,TRUE,FALSE
"Sall2",FALSE,TRUE,FALSE
"Sap30bpos",FALSE,TRUE,TRUE
"Scara5",FALSE,TRUE,TRUE
"Scg2",FALSE,TRUE,FALSE
"Scgn",FALSE,TRUE,TRUE
"Scml4",FALSE,TRUE,TRUE
"Scn10a",FALSE,TRUE,TRUE
"Scn11a",FALSE,TRUE,FALSE
"Scn7a",FALSE,TRUE,FALSE
"Sdc2",FALSE,TRUE,TRUE
"Sdk1",FALSE,TRUE,FALSE
"Sema3f",FALSE,TRUE,FALSE
"Sema3g",FALSE,TRUE,FALSE
"Sema4d",FALSE,TRUE,FALSE
"Sema5a",FALSE,TRUE,FALSE
"Sema6a",FALSE,TRUE,FALSE
"Serpina3e-ps",FALSE,TRUE,FALSE
"Serpina3g",FALSE,TRUE,TRUE
"Serpina3n",FALSE,TRUE,FALSE
"Serpinb1b",FALSE,TRUE,TRUE
"Serpine1",FALSE,TRUE,FALSE
"Serpine3",FALSE,TRUE,FALSE
"Sertad4",FALSE,TRUE,FALSE
"Sfrp1",FALSE,TRUE,FALSE
"Sfrp2",FALSE,TRUE,FALSE
"Sfrp5",FALSE,TRUE,FALSE
"Sgms2",FALSE,TRUE,FALSE
"Sgpp2",FALSE,TRUE,FALSE
"Sh3bgr",FALSE,TRUE,FALSE
"Sh3bp4",FALSE,TRUE,FALSE
"Shb",FALSE,TRUE,TRUE
"Shh",FALSE,TRUE,TRUE
"Shisa2",FALSE,TRUE,TRUE
"Shisa9",FALSE,TRUE,FALSE
"Siglec1",FALSE,TRUE,FALSE
"Slc10a4l",FALSE,TRUE,FALSE
"Slc14a2",FALSE,TRUE,TRUE
"Slc16a8",FALSE,TRUE,TRUE
"Slc18a2",FALSE,TRUE,TRUE
"Slc19a3",FALSE,TRUE,FALSE
"Slc1a6",FALSE,TRUE,FALSE
"Slc22a12",FALSE,TRUE,FALSE
"Slc24a4",FALSE,TRUE,FALSE
"Slc25a13",FALSE,TRUE,TRUE
"Slc26a10",FALSE,TRUE,TRUE
"Slc27a2",FALSE,TRUE,TRUE
"Slc27a3",FALSE,TRUE,FALSE
"Slc29a1",FALSE,TRUE,FALSE
"Slc2a12",FALSE,TRUE,TRUE
"Slc2a4",FALSE,TRUE,FALSE
"Slc30a1",FALSE,TRUE,FALSE
"Slc32a1",FALSE,TRUE,TRUE
"Slc35f2",FALSE,TRUE,FALSE
"Slc38a5",FALSE,TRUE,FALSE
"Slc39a4",FALSE,TRUE,FALSE
"Slc45a3",FALSE,TRUE,FALSE
"Slc4a5",FALSE,TRUE,TRUE
"Slc4a9",FALSE,TRUE,FALSE
"Slc5a3",FALSE,TRUE,TRUE
"Slc6a11",FALSE,TRUE,TRUE
"Slc6a16",FALSE,TRUE,TRUE
"Slc6a19",FALSE,TRUE,FALSE
"Slc6a9",FALSE,TRUE,FALSE
"Slc7a14",FALSE,TRUE,TRUE
"Slc7a3",FALSE,TRUE,FALSE
"Slc8a3",FALSE,TRUE,FALSE
"Slco1a5",FALSE,TRUE,FALSE
"Slco5a1",FALSE,TRUE,TRUE
"Smad3",FALSE,TRUE,FALSE
"Smoc1",FALSE,TRUE,FALSE
"Sncaip",FALSE,TRUE,FALSE
"Sncg",FALSE,TRUE,TRUE
"Sntg2",FALSE,TRUE,TRUE
"Sntn",FALSE,TRUE,FALSE
"Soga1",FALSE,TRUE,FALSE
"Sox1",FALSE,TRUE,TRUE
"Sox10",FALSE,TRUE,FALSE
"Sox11",FALSE,TRUE,FALSE
"Sox13",FALSE,TRUE,FALSE
"Sox3",FALSE,TRUE,FALSE
"Sp7",FALSE,TRUE,TRUE
"Spag16",FALSE,TRUE,FALSE
"Spag17",FALSE,TRUE,FALSE
"Spag6l",FALSE,TRUE,FALSE
"Spag8",FALSE,TRUE,FALSE
"Spata13",FALSE,TRUE,TRUE
"Spata18",FALSE,TRUE,FALSE
"Spdl1",FALSE,TRUE,FALSE
"Spef2",FALSE,TRUE,FALSE
"Sptlc3",FALSE,TRUE,TRUE
"Srebf1",FALSE,TRUE,FALSE
"Sstr5",FALSE,TRUE,TRUE
"St18",FALSE,TRUE,FALSE
"St8sia6",FALSE,TRUE,TRUE
"Stac",FALSE,TRUE,TRUE
"Stc1",FALSE,TRUE,FALSE
"Steap1",FALSE,TRUE,TRUE
"Steap2",FALSE,TRUE,FALSE
"Stk26",FALSE,TRUE,TRUE
"Stk32b",FALSE,TRUE,TRUE
"Strn",FALSE,TRUE,TRUE
"Stx11",FALSE,TRUE,FALSE
"Styk1",FALSE,TRUE,TRUE
"Styxl1",FALSE,TRUE,FALSE
"Sun2",FALSE,TRUE,FALSE
"Susd2",FALSE,TRUE,TRUE
"Svep1",FALSE,TRUE,FALSE
"Syt15",FALSE,TRUE,FALSE
"Syt2",FALSE,TRUE,FALSE
"Sytl4",FALSE,TRUE,TRUE
"Tac2",FALSE,TRUE,FALSE
"Tagln",FALSE,TRUE,FALSE
"Tagln2",FALSE,TRUE,FALSE
"Tbx4",FALSE,TRUE,FALSE
"Tcaf2",FALSE,TRUE,FALSE
"Tcf7l2",FALSE,TRUE,TRUE
"Tchh",FALSE,TRUE,FALSE
"Tctex1d4",FALSE,TRUE,FALSE
"Tek",FALSE,TRUE,FALSE
"Tekt1",FALSE,TRUE,FALSE
"Tekt3",FALSE,TRUE,FALSE
"Tekt4",FALSE,TRUE,FALSE
"Tenm1",FALSE,TRUE,TRUE
"Tenm4",FALSE,TRUE,FALSE
"Tgfa",FALSE,TRUE,TRUE
"Thsd7a",FALSE,TRUE,FALSE
"Thumpd1",FALSE,TRUE,FALSE
"Ticrr",FALSE,TRUE,FALSE
"Tinagl1",FALSE,TRUE,FALSE
"Tjp3",FALSE,TRUE,FALSE
"Tm4sf5",FALSE,TRUE,TRUE
"Tmcc3",FALSE,TRUE,TRUE
"Tmem130",FALSE,TRUE,TRUE
"Tmem200b",FALSE,TRUE,FALSE
"Tmem212",FALSE,TRUE,FALSE
"Tmem231",FALSE,TRUE,FALSE
"Tmem255a",FALSE,TRUE,TRUE
"Tmem72",FALSE,TRUE,TRUE
"Tmem91",FALSE,TRUE,TRUE
"Tmie",FALSE,TRUE,TRUE
"Tmprss11a",FALSE,TRUE,TRUE
"Tmprss3",FALSE,TRUE,FALSE
"Tmprss9",FALSE,TRUE,TRUE
"Tmx4",FALSE,TRUE,FALSE
"Tnfaip8l3",FALSE,TRUE,FALSE
"Tnfrsf8",FALSE,TRUE,TRUE
"Tnr",FALSE,TRUE,FALSE
"Top2a",FALSE,TRUE,FALSE
"Tox2",FALSE,TRUE,FALSE
"Tpm2",FALSE,TRUE,TRUE
"Tppp3",FALSE,TRUE,TRUE
"Tpx2",FALSE,TRUE,FALSE
"Traf1",FALSE,TRUE,FALSE
"Trdn",FALSE,TRUE,TRUE
"Trf",FALSE,TRUE,FALSE
"Trim62",FALSE,TRUE,FALSE
"Tro",FALSE,TRUE,FALSE
"Trp73",FALSE,TRUE,TRUE
"Tshz1",FALSE,TRUE,FALSE
"Tsnaxip1",FALSE,TRUE,FALSE
"Tspan18",FALSE,TRUE,FALSE
"Tspyl3",FALSE,TRUE,FALSE
"Ttc12",FALSE,TRUE,FALSE
"Ttc21a",FALSE,TRUE,FALSE
"Ttc25",FALSE,TRUE,FALSE
"Ttc29",FALSE,TRUE,FALSE
"Ttc39a",FALSE,TRUE,TRUE
"Ttc39c",FALSE,TRUE,FALSE
"Ttr",FALSE,TRUE,TRUE
"Tuft1",FALSE,TRUE,FALSE
"Tunar",FALSE,TRUE,FALSE
"Txndc5",FALSE,TRUE,FALSE
"Ube2c",FALSE,TRUE,FALSE
"Ubxn10",FALSE,TRUE,FALSE
"Ufsp1",FALSE,TRUE,FALSE
"Uhrf1",FALSE,TRUE,FALSE
"Unc5b",FALSE,TRUE,FALSE
"Uncx",FALSE,TRUE,FALSE
"Ush1c",FALSE,TRUE,FALSE
"Usp11",FALSE,TRUE,FALSE
"Usp29",FALSE,TRUE,TRUE
"Usp51",FALSE,TRUE,FALSE
"Uts2r",FALSE,TRUE,TRUE
"Vangl1",FALSE,TRUE,TRUE
"Vat1",FALSE,TRUE,TRUE
"Vax1",FALSE,TRUE,TRUE
"Vcan",FALSE,TRUE,FALSE
"Vgf",FALSE,TRUE,FALSE
"Vrk1",FALSE,TRUE,TRUE
"Vrtn",FALSE,TRUE,TRUE
"Vsig8",FALSE,TRUE,TRUE
"Vstm2l",FALSE,TRUE,FALSE
"Vwf",FALSE,TRUE,FALSE
"Wdr6",FALSE,TRUE,FALSE
"Wdr63",FALSE,TRUE,FALSE
"Wdr72",FALSE,TRUE,TRUE
"Wdr86",FALSE,TRUE,TRUE
"Wfs1",FALSE,TRUE,TRUE
"Wnt7a",FALSE,TRUE,FALSE
"Wscd2",FALSE,TRUE,FALSE
"Xkr8",FALSE,TRUE,FALSE
"Xxylt1",FALSE,TRUE,FALSE
"Zar1",FALSE,TRUE,TRUE
"Zbtb7c",FALSE,TRUE,FALSE
"Zcwpw1",FALSE,TRUE,TRUE
"Zfhx4",FALSE,TRUE,TRUE
"Zfp280b",FALSE,TRUE,TRUE
"Zfp395",FALSE,TRUE,FALSE
"Zfp41",FALSE,TRUE,FALSE
"Zfp462",FALSE,TRUE,FALSE
"Zfp474",FALSE,TRUE,FALSE
