"","CRE","DSVA","XDP"
"Gm30122",FALSE,TRUE,FALSE
"Gm30531",FALSE,TRUE,FALSE
"Gm30541",FALSE,TRUE,FALSE
"Gm30563",FALSE,TRUE,FALSE
"Gm30564",FALSE,TRUE,TRUE
"Gm30648",FALSE,TRUE,TRUE
"Gm31143",FALSE,TRUE,TRUE
"Gm31294",FALSE,TRUE,FALSE
"Gm31432",FALSE,TRUE,FALSE
"Gm31749",FALSE,TRUE,FALSE
"Gm31907",FALSE,TRUE,FALSE
"Gm31946",FALSE,TRUE,FALSE
"Gm32200",FALSE,TRUE,FALSE
"Gm32405",FALSE,TRUE,FALSE
"Gm32444",FALSE,TRUE,FALSE
"Gm32679",FALSE,TRUE,FALSE
"Gm3279",FALSE,TRUE,TRUE
"Gm32856",FALSE,TRUE,FALSE
"Gm32939",FALSE,TRUE,FALSE
"Gm3294",FALSE,TRUE,FALSE
"Gm33045",FALSE,TRUE,FALSE
"Gm33228",FALSE,TRUE,TRUE
"Gm33312",FALSE,TRUE,FALSE
"Gm33533",FALSE,TRUE,FALSE
"Gm33869",FALSE,TRUE,FALSE
"Gm34294",FALSE,TRUE,FALSE
"Gm34466",FALSE,TRUE,FALSE
"Gm34788",FALSE,TRUE,FALSE
"Gm34939",FALSE,TRUE,FALSE
"Gm35037",FALSE,TRUE,FALSE
"Gm35065",FALSE,TRUE,FALSE
"Gm3510",FALSE,TRUE,FALSE
"Gm35161",FALSE,TRUE,TRUE
"Gm35339",FALSE,TRUE,FALSE
"Gm35569",FALSE,TRUE,FALSE
"Gm36251",FALSE,TRUE,TRUE
"Gm3667",FALSE,TRUE,FALSE
"Gm36899",FALSE,TRUE,FALSE
"Gm36913",FALSE,TRUE,FALSE
"Gm3693",FALSE,TRUE,TRUE
"Gm36931",FALSE,TRUE,FALSE
"Gm3696",FALSE,TRUE,FALSE
"Gm36989",FALSE,TRUE,FALSE
"Gm36995",FALSE,TRUE,FALSE
"Gm37090",FALSE,TRUE,FALSE
"Gm37123",FALSE,TRUE,FALSE
"Gm37168",FALSE,TRUE,FALSE
"Gm37206",FALSE,TRUE,FALSE
"Gm37249",FALSE,TRUE,FALSE
"Gm37274",FALSE,TRUE,FALSE
"Gm3728",FALSE,TRUE,FALSE
"Gm37309",FALSE,TRUE,FALSE
"Gm37366",FALSE,TRUE,FALSE
"Gm37411",FALSE,TRUE,FALSE
"Gm37478",FALSE,TRUE,FALSE
"Gm37581",FALSE,TRUE,FALSE
"Gm37608",FALSE,TRUE,FALSE
"Gm3764",FALSE,TRUE,FALSE
"Gm37672",FALSE,TRUE,FALSE
"Gm37773",FALSE,TRUE,FALSE
"Gm37776",FALSE,TRUE,FALSE
"Gm37795",FALSE,TRUE,FALSE
"Gm37814",FALSE,TRUE,FALSE
"Gm37827",FALSE,TRUE,FALSE
"Gm37891",FALSE,TRUE,FALSE
"Gm37893",FALSE,TRUE,FALSE
"Gm37902",FALSE,TRUE,FALSE
"Gm37960",FALSE,TRUE,FALSE
"Gm37963",FALSE,TRUE,FALSE
"Gm37983",FALSE,TRUE,FALSE
"Gm38020",FALSE,TRUE,FALSE
"Gm38057",FALSE,TRUE,FALSE
"Gm38077",FALSE,TRUE,FALSE
"Gm38104",FALSE,TRUE,FALSE
"Gm38190",FALSE,TRUE,FALSE
"Gm38228",FALSE,TRUE,FALSE
"Gm38253",FALSE,TRUE,FALSE
"Gm38299",FALSE,TRUE,FALSE
"Gm38325",FALSE,TRUE,FALSE
"Gm38340",FALSE,TRUE,FALSE
"Gm38372",FALSE,TRUE,FALSE
"Gm38431",FALSE,TRUE,FALSE
"Gm38477",FALSE,TRUE,FALSE
"Gm38562",FALSE,TRUE,FALSE
"Gm38604",FALSE,TRUE,FALSE
"Gm38642",FALSE,TRUE,FALSE
"Gm38661",FALSE,TRUE,FALSE
"Gm38944",FALSE,TRUE,FALSE
"Gm39059",FALSE,TRUE,TRUE
"Gm39154",FALSE,TRUE,FALSE
"Gm39326",FALSE,TRUE,FALSE
"Gm39469",FALSE,TRUE,FALSE
"Gm39822",FALSE,TRUE,TRUE
"Gm4045",FALSE,TRUE,FALSE
"Gm40578",FALSE,TRUE,FALSE
"Gm4076",FALSE,TRUE,FALSE
"Gm4081",FALSE,TRUE,TRUE
"Gm40841",FALSE,TRUE,FALSE
"Gm41504",FALSE,TRUE,FALSE
"Gm4258",FALSE,TRUE,FALSE
"Gm42664",FALSE,TRUE,FALSE
"Gm42672",FALSE,TRUE,FALSE
"Gm42748",FALSE,TRUE,FALSE
"Gm42769",FALSE,TRUE,FALSE
"Gm42787",FALSE,TRUE,TRUE
"Gm42813",FALSE,TRUE,FALSE
"Gm42851",FALSE,TRUE,FALSE
"Gm42853",FALSE,TRUE,FALSE
"Gm42864",FALSE,TRUE,TRUE
"Gm42865",FALSE,TRUE,TRUE
"Gm42890",FALSE,TRUE,FALSE
"Gm42902",FALSE,TRUE,TRUE
"Gm42913",FALSE,TRUE,FALSE
"Gm42937",FALSE,TRUE,FALSE
"Gm42979",FALSE,TRUE,FALSE
"Gm43054",FALSE,TRUE,FALSE
"Gm43080",FALSE,TRUE,FALSE
"Gm43081",FALSE,TRUE,FALSE
"Gm43197",FALSE,TRUE,FALSE
"Gm43247",FALSE,TRUE,FALSE
"Gm43272",FALSE,TRUE,FALSE
"Gm43300",FALSE,TRUE,FALSE
"Gm43328",FALSE,TRUE,FALSE
"Gm43339",FALSE,TRUE,FALSE
"Gm43375",FALSE,TRUE,FALSE
"Gm43389",FALSE,TRUE,FALSE
"Gm43413",FALSE,TRUE,FALSE
"Gm43445",FALSE,TRUE,FALSE
"Gm43481",FALSE,TRUE,FALSE
"Gm4356",FALSE,TRUE,FALSE
"Gm43593",FALSE,TRUE,FALSE
"Gm43598",FALSE,TRUE,FALSE
"Gm43681",FALSE,TRUE,FALSE
"Gm43684",FALSE,TRUE,FALSE
"Gm43696",FALSE,TRUE,FALSE
"Gm43759",FALSE,TRUE,FALSE
"Gm43843",FALSE,TRUE,FALSE
"Gm43852",FALSE,TRUE,FALSE
"Gm43858",FALSE,TRUE,FALSE
"Gm44037",FALSE,TRUE,FALSE
"Gm44067",FALSE,TRUE,FALSE
"Gm44164",FALSE,TRUE,FALSE
"Gm44168",FALSE,TRUE,FALSE
"Gm44200",FALSE,TRUE,FALSE
"Gm44243",FALSE,TRUE,FALSE
"Gm44256",FALSE,TRUE,FALSE
"Gm44257",FALSE,TRUE,FALSE
"Gm44275",FALSE,TRUE,TRUE
"Gm44321",FALSE,TRUE,FALSE
"Gm44423",FALSE,TRUE,FALSE
"Gm44560",FALSE,TRUE,FALSE
"Gm44562",FALSE,TRUE,FALSE
"Gm44570",FALSE,TRUE,FALSE
"Gm44597",FALSE,TRUE,FALSE
"Gm44667",FALSE,TRUE,FALSE
"Gm44698",FALSE,TRUE,FALSE
"Gm44700",FALSE,TRUE,TRUE
"Gm44769",FALSE,TRUE,FALSE
"Gm44770",FALSE,TRUE,FALSE
"Gm44907",FALSE,TRUE,FALSE
"Gm45041",FALSE,TRUE,FALSE
"Gm45047",FALSE,TRUE,FALSE
"Gm45073",FALSE,TRUE,FALSE
"Gm45124",FALSE,TRUE,FALSE
"Gm45187",FALSE,TRUE,TRUE
"Gm45188",FALSE,TRUE,TRUE
"Gm45201",FALSE,TRUE,FALSE
"Gm45216",FALSE,TRUE,FALSE
"Gm45220",FALSE,TRUE,FALSE
"Gm45338",FALSE,TRUE,FALSE
"Gm4544",FALSE,TRUE,TRUE
"Gm45591",FALSE,TRUE,FALSE
"Gm45606",FALSE,TRUE,TRUE
"Gm45632",FALSE,TRUE,FALSE
"Gm45643",FALSE,TRUE,TRUE
"Gm45716",FALSE,TRUE,FALSE
"Gm45790",FALSE,TRUE,TRUE
"Gm45793",FALSE,TRUE,FALSE
"Gm45809",FALSE,TRUE,FALSE
"Gm45867",FALSE,TRUE,FALSE
"Gm45876",FALSE,TRUE,FALSE
"Gm45901",FALSE,TRUE,FALSE
"Gm46218",FALSE,TRUE,FALSE
"Gm4657",FALSE,TRUE,TRUE
"Gm46633",FALSE,TRUE,TRUE
"Gm46637",FALSE,TRUE,FALSE
"Gm4673",FALSE,TRUE,FALSE
"Gm47097",FALSE,TRUE,FALSE
"Gm47108",FALSE,TRUE,TRUE
"Gm47171",FALSE,TRUE,FALSE
"Gm47179",FALSE,TRUE,FALSE
"Gm47202",FALSE,TRUE,FALSE
"Gm47212",FALSE,TRUE,FALSE
"Gm47218",FALSE,TRUE,FALSE
"Gm47258",FALSE,TRUE,FALSE
"Gm47260",FALSE,TRUE,FALSE
"Gm47415",FALSE,TRUE,FALSE
"Gm47483",FALSE,TRUE,FALSE
"Gm47583",FALSE,TRUE,FALSE
"Gm47694",FALSE,TRUE,FALSE
"Gm47781",FALSE,TRUE,FALSE
"Gm48088",FALSE,TRUE,FALSE
"Gm48405",FALSE,TRUE,FALSE
"Gm48432",FALSE,TRUE,FALSE
"Gm48538",FALSE,TRUE,FALSE
"Gm48593",FALSE,TRUE,FALSE
"Gm48619",FALSE,TRUE,FALSE
"Gm48653",FALSE,TRUE,FALSE
"Gm48714",FALSE,TRUE,FALSE
"Gm48843",FALSE,TRUE,TRUE
"Gm48865",FALSE,TRUE,FALSE
"Gm48957",FALSE,TRUE,TRUE
"Gm48992",FALSE,TRUE,FALSE
"Gm49027",FALSE,TRUE,FALSE
"Gm49204",FALSE,TRUE,FALSE
"Gm49300",FALSE,TRUE,FALSE
"Gm49415",FALSE,TRUE,TRUE
"Gm49493",FALSE,TRUE,FALSE
"Gm49502",FALSE,TRUE,FALSE
"Gm49503",FALSE,TRUE,FALSE
"Gm49600",FALSE,TRUE,FALSE
"Gm49601",FALSE,TRUE,FALSE
"Gm49654",FALSE,TRUE,TRUE
"Gm49678",FALSE,TRUE,TRUE
"Gm49759",FALSE,TRUE,FALSE
"Gm49932",FALSE,TRUE,TRUE
"Gm50107",FALSE,TRUE,FALSE
"Gm50174",FALSE,TRUE,FALSE
"Gm50268",FALSE,TRUE,FALSE
"Gm50304",FALSE,TRUE,TRUE
"Gm50396",FALSE,TRUE,TRUE
"Gm50432",FALSE,TRUE,FALSE
"Gm5089",FALSE,TRUE,FALSE
"Gm536",FALSE,TRUE,FALSE
"Gm5468",FALSE,TRUE,TRUE
"Gm5577",FALSE,TRUE,FALSE
"Gm5690",FALSE,TRUE,FALSE
"Gm5805",FALSE,TRUE,FALSE
"Gm5912",FALSE,TRUE,TRUE
"Gm6117",FALSE,TRUE,FALSE
"Gm6394",FALSE,TRUE,FALSE
"Gm6565",FALSE,TRUE,FALSE
"Gm6602",FALSE,TRUE,FALSE
"Gm6887",FALSE,TRUE,FALSE
"Gm6934",FALSE,TRUE,TRUE
"Gm6980",FALSE,TRUE,FALSE
"Gm6983",FALSE,TRUE,FALSE
"Gm6988",FALSE,TRUE,FALSE
"Gm7067",FALSE,TRUE,FALSE
"Gm7125",FALSE,TRUE,FALSE
"Gm7160",FALSE,TRUE,FALSE
"Gm7271",FALSE,TRUE,FALSE
"Gm8121",FALSE,TRUE,FALSE
"Gm8430",FALSE,TRUE,FALSE
"Gm8850",FALSE,TRUE,FALSE
"Gm8942",FALSE,TRUE,FALSE
"Gm8983",FALSE,TRUE,FALSE
"Gm9687",FALSE,TRUE,FALSE
"Gm9767",FALSE,TRUE,FALSE
"Gm9790",FALSE,TRUE,FALSE
"Gm9844",FALSE,TRUE,TRUE
"Gm9884",FALSE,TRUE,FALSE
"Gm9924",FALSE,TRUE,TRUE
"Gm9947",FALSE,TRUE,FALSE
"Gm9954",FALSE,TRUE,TRUE
"Gm9962",FALSE,TRUE,FALSE
"Gm9974",FALSE,TRUE,FALSE
"Gng10",FALSE,TRUE,FALSE
"Gng13",FALSE,TRUE,TRUE
"Golga7b",FALSE,TRUE,TRUE
"Gp1bb",FALSE,TRUE,FALSE
"Gpr21",FALSE,TRUE,TRUE
"Gpr22",FALSE,TRUE,TRUE
"Gpx4",FALSE,TRUE,FALSE
"Gpx4-ps2",FALSE,TRUE,FALSE
"Grm2",FALSE,TRUE,TRUE
"Grp",FALSE,TRUE,TRUE
"Gt(ROSA)26Sor",FALSE,TRUE,FALSE
"Gtdc1",FALSE,TRUE,TRUE
"Gtf2a2",FALSE,TRUE,FALSE
"Gtf3a",FALSE,TRUE,FALSE
"Gucy2g",FALSE,TRUE,TRUE
"Guk1",FALSE,TRUE,FALSE
"H2-M5",FALSE,TRUE,FALSE
"H2-M6-ps",FALSE,TRUE,FALSE
"H4c14",FALSE,TRUE,FALSE
"Hbb-bs",FALSE,TRUE,FALSE
"Hbb-bt",FALSE,TRUE,FALSE
"Hbq1b",FALSE,TRUE,FALSE
"Hcst",FALSE,TRUE,FALSE
"Hdgfl1",FALSE,TRUE,FALSE
"Hdhd5",FALSE,TRUE,FALSE
"Hivep1",FALSE,TRUE,TRUE
"Hivep2",FALSE,TRUE,TRUE
"Hivep3",FALSE,TRUE,TRUE
"Hkdc1",FALSE,TRUE,TRUE
"Hnmt",FALSE,TRUE,FALSE
"Homer2",FALSE,TRUE,TRUE
"Hopx",FALSE,TRUE,TRUE
"Hsbp1l1",FALSE,TRUE,FALSE
"Hsd17b13",FALSE,TRUE,FALSE
"Hspb3",FALSE,TRUE,TRUE
"Icam4",FALSE,TRUE,FALSE
"Id2",FALSE,TRUE,TRUE
"Ifit1bl1",FALSE,TRUE,FALSE
"Ift20",FALSE,TRUE,FALSE
"Igfbp6",FALSE,TRUE,TRUE
"Igfn1",FALSE,TRUE,TRUE
"Il12a",FALSE,TRUE,TRUE
"Il18bp",FALSE,TRUE,FALSE
"Il1b",FALSE,TRUE,FALSE
"Il1bos",FALSE,TRUE,FALSE
"Il1f5",FALSE,TRUE,TRUE
"Il22",FALSE,TRUE,FALSE
"Iltifb",FALSE,TRUE,FALSE
"Immp1l",FALSE,TRUE,FALSE
"Ing4",FALSE,TRUE,FALSE
"Inhbe",FALSE,TRUE,FALSE
"Ints6l",FALSE,TRUE,FALSE
"Iqcf5",FALSE,TRUE,FALSE
"Iqsec2",FALSE,TRUE,TRUE
"Itgb3",FALSE,TRUE,TRUE
"Itprid1",FALSE,TRUE,TRUE
"Izumo4",FALSE,TRUE,FALSE
"Kalrn",FALSE,TRUE,TRUE
"Kcnh3",FALSE,TRUE,TRUE
"Kcnh7",FALSE,TRUE,TRUE
"Kcnj3",FALSE,TRUE,TRUE
"Kcnj9",FALSE,TRUE,TRUE
"Kcnmb4",FALSE,TRUE,TRUE
"Kcnmb4os1",FALSE,TRUE,FALSE
"Kcnmb4os2",FALSE,TRUE,TRUE
"Kcnq1ot1",FALSE,TRUE,FALSE
"Kcnq4",FALSE,TRUE,TRUE
"Kcns1",FALSE,TRUE,TRUE
"Kcns3",FALSE,TRUE,TRUE
"Kcnt2",FALSE,TRUE,TRUE
"Kcnv1",FALSE,TRUE,TRUE
"Khdrbs3",FALSE,TRUE,TRUE
"Kif21b",FALSE,TRUE,TRUE
"Kif5a",FALSE,TRUE,FALSE
"Kifc2",FALSE,TRUE,TRUE
"Kirrel2",FALSE,TRUE,FALSE
"Krt12",FALSE,TRUE,TRUE
"L3mbtl4",FALSE,TRUE,TRUE
"Lamtor5",FALSE,TRUE,FALSE
"Lasp1",FALSE,TRUE,TRUE
"Lat",FALSE,TRUE,FALSE
"Lct",FALSE,TRUE,TRUE
"Ldb2",FALSE,TRUE,TRUE
"Ldhal6b",FALSE,TRUE,FALSE
"Lefty1",FALSE,TRUE,FALSE
"Lefty2",FALSE,TRUE,TRUE
"Leng8",FALSE,TRUE,FALSE
"Lhx2",FALSE,TRUE,TRUE
"Lingo1",FALSE,TRUE,TRUE
"Lipm",FALSE,TRUE,FALSE
"Lix1",FALSE,TRUE,TRUE
"Lman1l",FALSE,TRUE,FALSE
"Lmx1b",FALSE,TRUE,FALSE
"Lncppara",FALSE,TRUE,FALSE
"Lsm5",FALSE,TRUE,FALSE
"Ltk",FALSE,TRUE,TRUE
"Lurap1",FALSE,TRUE,TRUE
"Lyzl4",FALSE,TRUE,FALSE
"M5C1000I18Rik",FALSE,TRUE,TRUE
"Mal2",FALSE,TRUE,FALSE
"Malat1",FALSE,TRUE,FALSE
"Map3k10",FALSE,TRUE,FALSE
"Map3k9",FALSE,TRUE,TRUE
"Mapk11",FALSE,TRUE,TRUE
"Mapkapk5",FALSE,TRUE,FALSE
"Mat2b",FALSE,TRUE,TRUE
"Mcmdc2",FALSE,TRUE,FALSE
"Med21",FALSE,TRUE,FALSE
"Med31",FALSE,TRUE,FALSE
"Medag",FALSE,TRUE,FALSE
"Mef2c",FALSE,TRUE,TRUE
"Meg3",FALSE,TRUE,FALSE
"Mei1",FALSE,TRUE,FALSE
"Mettl23",FALSE,TRUE,FALSE
"Mgll",FALSE,TRUE,FALSE
"Mgst3",FALSE,TRUE,FALSE
"Miat",FALSE,TRUE,FALSE
"Mical2",FALSE,TRUE,TRUE
"Mir124a-1hg",FALSE,TRUE,FALSE
"Mir132",FALSE,TRUE,FALSE
"Mir17hg",FALSE,TRUE,FALSE
"Mir181a-1hg",FALSE,TRUE,FALSE
"Mir186",FALSE,TRUE,FALSE
"Mir1898",FALSE,TRUE,FALSE
"Mir22hg",FALSE,TRUE,FALSE
"Mir3091",FALSE,TRUE,FALSE
"Mir431",FALSE,TRUE,FALSE
"Mir433",FALSE,TRUE,FALSE
"Mir5125",FALSE,TRUE,FALSE
"Mir6955",FALSE,TRUE,FALSE
"Mir7-1",FALSE,TRUE,FALSE
"Mir7220",FALSE,TRUE,FALSE
"Mir9-1",FALSE,TRUE,FALSE
"Mir99ahg",FALSE,TRUE,FALSE
"Mirg",FALSE,TRUE,FALSE
"Mirt1",FALSE,TRUE,FALSE
"Mkx",FALSE,TRUE,TRUE
"Mlip",FALSE,TRUE,TRUE
"Mllt6",FALSE,TRUE,FALSE
"Mndal",FALSE,TRUE,FALSE
"Mpc1-ps",FALSE,TRUE,FALSE
"Mpc2",FALSE,TRUE,FALSE
"Mpped1",FALSE,TRUE,TRUE
"Mrap",FALSE,TRUE,FALSE
"Mroh5",FALSE,TRUE,TRUE
"Mrpl14",FALSE,TRUE,FALSE
"Mrpl20",FALSE,TRUE,FALSE
"Mrpl28",FALSE,TRUE,FALSE
"Mrpl33",FALSE,TRUE,FALSE
"Mrpl41",FALSE,TRUE,FALSE
"Mrpl48",FALSE,TRUE,FALSE
"Msln",FALSE,TRUE,FALSE
"Msra",FALSE,TRUE,FALSE
"Mtcp1",FALSE,TRUE,FALSE
"Mthfsl",FALSE,TRUE,FALSE
"Mtln",FALSE,TRUE,FALSE
"Mturn",FALSE,TRUE,FALSE
"Muc3a",FALSE,TRUE,FALSE
"Mup5",FALSE,TRUE,TRUE
"Mustn1",FALSE,TRUE,TRUE
"Myh13",FALSE,TRUE,TRUE
"Myl4",FALSE,TRUE,TRUE
"Mylk3",FALSE,TRUE,TRUE
"Myo19",FALSE,TRUE,FALSE
"Myom3",FALSE,TRUE,FALSE
"Nanos3",FALSE,TRUE,FALSE
"Nav3",FALSE,TRUE,TRUE
"Ndufa4",FALSE,TRUE,FALSE
"Ndufa7",FALSE,TRUE,FALSE
"Ndufb1-ps",FALSE,TRUE,FALSE
"Ndufb2",FALSE,TRUE,FALSE
"Ndufb4",FALSE,TRUE,FALSE
"Ndufb4c",FALSE,TRUE,FALSE
"Ndufb6",FALSE,TRUE,FALSE
"Ndufb8",FALSE,TRUE,FALSE
"Ndufb9",FALSE,TRUE,FALSE
"Ndufs4",FALSE,TRUE,FALSE
"Necab3",FALSE,TRUE,TRUE
"Neurl1b",FALSE,TRUE,TRUE
"Neurod1",FALSE,TRUE,TRUE
"Nme2",FALSE,TRUE,FALSE
"Nme3",FALSE,TRUE,FALSE
"Nnmt",FALSE,TRUE,FALSE
"Npff",FALSE,TRUE,FALSE
"Nphs1",FALSE,TRUE,FALSE
"Nphs1os",FALSE,TRUE,FALSE
"Nppc",FALSE,TRUE,TRUE
"Nr2f1",FALSE,TRUE,TRUE
"Nr4a1",FALSE,TRUE,TRUE
"Nr4a3",FALSE,TRUE,TRUE
"Nrsn1",FALSE,TRUE,TRUE
"Nsmf",FALSE,TRUE,TRUE
"Nudt4",FALSE,TRUE,TRUE
"Nupr1",FALSE,TRUE,FALSE
"Nwd2",FALSE,TRUE,TRUE
"Ocm",FALSE,TRUE,TRUE
"Oip5os1",FALSE,TRUE,TRUE
"Olfr1372-ps1",FALSE,TRUE,FALSE
"Olfr464",FALSE,TRUE,TRUE
"Olfr78",FALSE,TRUE,FALSE
"Osbpl1a",FALSE,TRUE,TRUE
"Oscar",FALSE,TRUE,FALSE
"Ostn",FALSE,TRUE,TRUE
"Otog",FALSE,TRUE,FALSE
"Otx1",FALSE,TRUE,TRUE
"Pabpn1",FALSE,TRUE,FALSE
"Pacsin3",FALSE,TRUE,TRUE
"Pak6",FALSE,TRUE,TRUE
"Palm",FALSE,TRUE,FALSE
"Pamr1",FALSE,TRUE,TRUE
"Panct2",FALSE,TRUE,FALSE
"Pantr1",FALSE,TRUE,FALSE
"Pantr2",FALSE,TRUE,FALSE
"Panx2",FALSE,TRUE,FALSE
"Parp6",FALSE,TRUE,FALSE
"Pbp2",FALSE,TRUE,TRUE
"Pcsk1",FALSE,TRUE,TRUE
"Pdcd10",FALSE,TRUE,FALSE
"Pde4c",FALSE,TRUE,FALSE
"Pde6c",FALSE,TRUE,FALSE
"Pdlim1",FALSE,TRUE,TRUE
"Pdzrn3",FALSE,TRUE,TRUE
"Pet100",FALSE,TRUE,FALSE
"Pex5l",FALSE,TRUE,TRUE
"Pfdn4",FALSE,TRUE,FALSE
"Pfdn5",FALSE,TRUE,FALSE
"Pgm2l1",FALSE,TRUE,TRUE
"Pip5k1bos",FALSE,TRUE,FALSE
"Pip5k1c",FALSE,TRUE,TRUE
"Pip5kl1",FALSE,TRUE,FALSE
"Pisd-ps1",FALSE,TRUE,FALSE
"Pitpnm3",FALSE,TRUE,FALSE
"Pla2g4e",FALSE,TRUE,TRUE
"Platr14",FALSE,TRUE,FALSE
"Platr23",FALSE,TRUE,FALSE
"Plb1",FALSE,TRUE,TRUE
"Plcxd2",FALSE,TRUE,TRUE
"Plekhm2",FALSE,TRUE,FALSE
"Pnisr",FALSE,TRUE,FALSE
"Pnldc1",FALSE,TRUE,FALSE
"Pnpla3",FALSE,TRUE,FALSE
"Podn",FALSE,TRUE,TRUE
"Polr2k",FALSE,TRUE,FALSE
"Pou6f1",FALSE,TRUE,TRUE
"Ppard",FALSE,TRUE,FALSE
"Ppfia3",FALSE,TRUE,TRUE
"Ppp1r3g",FALSE,TRUE,TRUE
"Ppp2r2c",FALSE,TRUE,FALSE
"Prox2os",FALSE,TRUE,FALSE
"Prss22",FALSE,TRUE,TRUE
"Psd",FALSE,TRUE,FALSE
"Psd3",FALSE,TRUE,FALSE
"Psma5-ps",FALSE,TRUE,FALSE
"Psrc1",FALSE,TRUE,TRUE
"Pstk",FALSE,TRUE,FALSE
"Ptgs2",FALSE,TRUE,TRUE
"Pts",FALSE,TRUE,FALSE
"Pvt1",FALSE,TRUE,FALSE
"Qrfpr",FALSE,TRUE,TRUE
"R3hdm1",FALSE,TRUE,TRUE
"R3hdm2",FALSE,TRUE,TRUE
"Rad51ap2",FALSE,TRUE,TRUE
"Ramp3",FALSE,TRUE,TRUE
"Rap1gap2",FALSE,TRUE,TRUE
"Rapgef4",FALSE,TRUE,FALSE
"Rapgefl1",FALSE,TRUE,TRUE
"Rasl11a",FALSE,TRUE,TRUE
"Rasl11b",FALSE,TRUE,TRUE
"Rassf3",FALSE,TRUE,TRUE
"Rbis",FALSE,TRUE,FALSE
"Rbm3",FALSE,TRUE,FALSE
"Rbp4",FALSE,TRUE,TRUE
"Rgs11",FALSE,TRUE,FALSE
"Rgs13",FALSE,TRUE,FALSE
"Rgs6",FALSE,TRUE,TRUE
"Rgsl1",FALSE,TRUE,TRUE
"Rhebl1",FALSE,TRUE,TRUE
"Rian",FALSE,TRUE,FALSE
"Rims4",FALSE,TRUE,TRUE
"Rmdn1",FALSE,TRUE,FALSE
"Rnasek",FALSE,TRUE,FALSE
"Rnf165",FALSE,TRUE,FALSE
"Ropn1",FALSE,TRUE,FALSE
"Rpa3",FALSE,TRUE,FALSE
"Rpain",FALSE,TRUE,FALSE
"Rpe65",FALSE,TRUE,FALSE
"Rpl12",FALSE,TRUE,FALSE
"Rpl13a",FALSE,TRUE,FALSE
"Rpl14-ps1",FALSE,TRUE,FALSE
"Rpl17",FALSE,TRUE,FALSE
"Rpl19-ps1",FALSE,TRUE,FALSE
"Rpl22l1",FALSE,TRUE,FALSE
"Rpl26",FALSE,TRUE,FALSE
"Rpl32",FALSE,TRUE,FALSE
"Rpl32l",FALSE,TRUE,FALSE
"Rpl34",FALSE,TRUE,FALSE
"Rpl34-ps1",FALSE,TRUE,FALSE
"Rpl35",FALSE,TRUE,FALSE
"Rpl35a",FALSE,TRUE,FALSE
"Rpl35a-ps2",FALSE,TRUE,FALSE
"Rpl35a-ps4",FALSE,TRUE,FALSE
"Rpl35a-ps7",FALSE,TRUE,FALSE
"Rpl36-ps12",FALSE,TRUE,FALSE
"Rpl37",FALSE,TRUE,FALSE
"Rpl38",FALSE,TRUE,FALSE
"Rpl38-ps2",FALSE,TRUE,FALSE
"Rpl39",FALSE,TRUE,FALSE
"Rpl39-ps",FALSE,TRUE,FALSE
"Rpl41",FALSE,TRUE,FALSE
"Rpl5",FALSE,TRUE,FALSE
"Rpl5-ps1",FALSE,TRUE,FALSE
"Rpl9",FALSE,TRUE,FALSE
"Rpl9-ps6",FALSE,TRUE,FALSE
"Rps11",FALSE,TRUE,FALSE
"Rps11-ps2",FALSE,TRUE,FALSE
"Rps12",FALSE,TRUE,FALSE
"Rps12-ps1",FALSE,TRUE,FALSE
"Rps12-ps5",FALSE,TRUE,FALSE
"Rps13",FALSE,TRUE,FALSE
"Rps14",FALSE,TRUE,FALSE
"Rps15",FALSE,TRUE,FALSE
"Rps15-ps2",FALSE,TRUE,FALSE
"Rps16",FALSE,TRUE,FALSE
"Rps16-ps2",FALSE,TRUE,FALSE
"Rps18",FALSE,TRUE,FALSE
"Rps18-ps3",FALSE,TRUE,FALSE
"Rps19",FALSE,TRUE,FALSE
"Rps20",FALSE,TRUE,FALSE
"Rps21",FALSE,TRUE,FALSE
"Rps23",FALSE,TRUE,FALSE
"Rps24",FALSE,TRUE,FALSE
"Rps24-ps3",FALSE,TRUE,FALSE
"Rps25",FALSE,TRUE,FALSE
"Rps25-ps1",FALSE,TRUE,FALSE
"Rps27",FALSE,TRUE,FALSE
"Rps27a",FALSE,TRUE,FALSE
"Rps27l",FALSE,TRUE,FALSE
"Rps27rt",FALSE,TRUE,FALSE
"Rps28",FALSE,TRUE,FALSE
"Rps3",FALSE,TRUE,FALSE
"Rps3a3",FALSE,TRUE,FALSE
"Rps7",FALSE,TRUE,FALSE
"Rps7-ps3",FALSE,TRUE,FALSE
"Rps8",FALSE,TRUE,FALSE
"Rpsa-ps10",FALSE,TRUE,FALSE
"Rskr",FALSE,TRUE,FALSE
"Rsrp1",FALSE,TRUE,FALSE
"Rtn2",FALSE,TRUE,FALSE
"Rtn4r",FALSE,TRUE,TRUE
"Runx2",FALSE,TRUE,TRUE
"Runx2os1",FALSE,TRUE,FALSE
"Rxfp1",FALSE,TRUE,TRUE
"Rxfp2",FALSE,TRUE,FALSE
"S100a10",FALSE,TRUE,FALSE
"Sag",FALSE,TRUE,FALSE
"Sapcd1",FALSE,TRUE,FALSE
"Sat1",FALSE,TRUE,FALSE
"Satb2",FALSE,TRUE,TRUE
"Scd3",FALSE,TRUE,TRUE
"Schip1",FALSE,TRUE,TRUE
"Scube1",FALSE,TRUE,TRUE
